,EC_number,bigg.metabolite,KM_Value,growth condition,concentration,saturation,met:EC
2462,6.3.3.1,atp,0.073,Succinate,7.7226,0.99063574324,atp:6.3.3.1
2463,6.3.4.14,atp,0.081,Succinate,7.7226,0.989620175304,atp:6.3.4.14
2464,6.3.4.15,atp,0.25,Succinate,7.7226,0.968642600908,atp:6.3.4.15
2465,6.3.4.18,atp,0.048,Succinate,7.7226,0.993822870821,atp:6.3.4.18
2466,6.3.4.19,atp,0.0016,Succinate,7.7226,0.999792858807,atp:6.3.4.19
2467,6.3.4.2,atp,0.054,Succinate,7.7226,0.993056091351,atp:6.3.4.2
2468,6.3.5.2,atp,0.104,Succinate,7.7226,0.986711982214,atp:6.3.5.2
2469,6.3.5.4,atp,0.1,Succinate,7.7226,0.987216526475,atp:6.3.5.4
2470,6.3.5.5,atp,0.005,Succinate,7.7226,0.99935296858,atp:6.3.5.5
2471,6.5.1.4,atp,0.02,Succinate,7.7226,0.997416888384,atp:6.5.1.4
2472,1.2.1.72,e4p,0.51,Succinate,0.0547,0.0968655923499,e4p:1.2.1.72
2473,2.2.1.2,e4p,0.078,Succinate,0.0547,0.412207987943,e4p:2.2.1.2
2474,2.5.1.54,e4p,0.021,Succinate,0.0547,0.722589167768,e4p:2.5.1.54
2475,4.1.2.21,e4p,0.57,Succinate,0.0547,0.0875620297743,e4p:4.1.2.21
2476,1.3.5.1,fum,0.005,Succinate,10.3282,0.999516122789,fum:1.3.5.1
2477,1.3.5.4,fum,0.0054,Succinate,10.3282,0.99947743284,fum:1.3.5.4
2478,4.2.1.2,fum,0.15,Succinate,10.3282,0.985684564143,fum:4.2.1.2
2479,1.3.5.1,succ,0.002,Succinate,,,succ:1.3.5.1
2480,1.3.5.4,succ,0.0015,Succinate,,,succ:1.3.5.4
2481,6.2.1.5,succ,0.25,Succinate,,,succ:6.2.1.5
2482,1.7.1.7,gmp,0.0055,Succinate,0.259,0.979206049149,gmp:1.7.1.7
2483,3.1.3.31,gmp,0.26,Succinate,0.259,0.499036608863,gmp:3.1.3.31
2484,3.1.3.5,gmp,0.26,Succinate,0.259,0.499036608863,gmp:3.1.3.5
2485,3.1.3.6,gmp,0.26,Succinate,0.259,0.499036608863,gmp:3.1.3.6
2486,3.6.1.11,gmp,0.26,Succinate,0.259,0.499036608863,gmp:3.6.1.11
2487,2.5.1.19,pep,0.015,Succinate,1.9015,0.992173232455,pep:2.5.1.19
2488,2.5.1.54,pep,0.005,Succinate,1.9015,0.997377393129,pep:2.5.1.54
2489,2.5.1.55,pep,0.00443,Succinate,1.9015,0.997675675392,pep:2.5.1.55
2490,2.5.1.56,pep,0.04,Succinate,1.9015,0.979397373165,pep:2.5.1.56
2491,2.5.1.7,pep,0.0004,Succinate,1.9015,0.999789684,pep:2.5.1.7
2492,2.7.3.9,pep,0.18,Succinate,1.9015,0.913523901033,pep:2.7.3.9
2493,4.1.1.49,pep,0.06,Succinate,1.9015,0.969411164925,pep:4.1.1.49
2494,2.7.1.105,gtp,0.35,Succinate,3.2025,0.901477832512,gtp:2.7.1.105
2495,2.7.1.107,gtp,8.7,Succinate,3.2025,0.269061121613,gtp:2.7.1.107
2496,2.7.1.11,gtp,4.3,Succinate,3.2025,0.426857714095,gtp:2.7.1.11
2497,2.7.1.7,gtp,0.5,Succinate,3.2025,0.864956110736,gtp:2.7.1.7
2498,2.7.2.1,gtp,1.1,Succinate,3.2025,0.744334689134,gtp:2.7.2.1
2499,2.7.4.22,gtp,1.0,Succinate,3.2025,0.762046400952,gtp:2.7.4.22
2500,2.7.4.25,gtp,0.64,Succinate,3.2025,0.833441769681,gtp:2.7.4.25
2501,2.7.7.77,gtp,0.0065,Succinate,3.2025,0.997974446868,gtp:2.7.7.77
2502,2.7.7.B5,gtp,0.84,Succinate,3.2025,0.792207792208,gtp:2.7.7.B5
2503,3.4.24.B17,gtp,7.3,Succinate,3.2025,0.304927398239,gtp:3.4.24.B17
2504,3.6.1.55,gtp,1.0,Succinate,3.2025,0.762046400952,gtp:3.6.1.55
2505,3.6.5.3,gtp,0.0008,Succinate,3.2025,0.999750257547,gtp:3.6.5.3
2506,3.6.5.4,gtp,0.001,Succinate,3.2025,0.999687841423,gtp:3.6.5.4
2507,6.3.4.4,gtp,0.011,Succinate,3.2025,0.99657694103,gtp:6.3.4.4
2508,2.7.1.107,adp,1.0,Succinate,1.3452,0.573597134573,adp:2.7.1.107
2509,2.7.1.95,adp,0.022,Succinate,1.3452,0.983908718549,adp:2.7.1.95
2510,2.7.2.1,adp,0.5,Succinate,1.3452,0.729026663776,adp:2.7.2.1
2511,2.7.4.1,adp,0.072,Succinate,1.3452,0.949195596952,adp:2.7.4.1
2512,2.7.4.3,adp,0.09,Succinate,1.3452,0.9372909699,adp:2.7.4.3
2513,3.1.3.5,adp,0.0547,Succinate,1.3452,0.960925780413,adp:3.1.3.5
2514,3.1.4.16,adp,0.19,Succinate,1.3452,0.876237623762,adp:3.1.4.16
2515,3.1.4.37,adp,0.19,Succinate,1.3452,0.876237623762,adp:3.1.4.37
2516,3.6.3.14,adp,0.1,Succinate,1.3452,0.930805424855,adp:3.6.3.14
2517,6.3.4.14,adp,0.08,Succinate,1.3452,0.943867527365,adp:6.3.4.14
2518,2.7.1.29,dhap,0.006,Succinate,1.341,0.995545657016,dhap:2.7.1.29
2519,4.1.2.19,dhap,0.6,Succinate,1.341,0.690880989181,dhap:4.1.2.19
2520,4.2.3.3,dhap,0.2,Succinate,1.341,0.870214146658,dhap:4.2.3.3
2521,2.7.1.56,f1p,0.13,Succinate,0.052,0.285714285714,f1p:2.7.1.56
2522,3.1.3.11,f1p,1.0,Succinate,0.052,0.0494296577947,f1p:3.1.3.11
2523,2.7.4.1,gdp,0.16,Succinate,0.7082,0.815710665745,gdp:2.7.4.1
2524,3.6.1.55,gdp,0.35,Succinate,0.7082,0.66924966925,gdp:3.6.1.55
2525,2.7.4.3,amp,0.038,Succinate,1.0864,0.966204197794,amp:2.7.4.3
2526,2.7.6.1,amp,0.132,Succinate,1.0864,0.89166119501,amp:2.7.6.1
2527,3.1.3.31,amp,0.32,Succinate,1.0864,0.772468714448,amp:3.1.3.31
2528,3.1.3.5,amp,0.0129,Succinate,1.0864,0.988265259711,amp:3.1.3.5
2529,3.1.3.6,amp,0.32,Succinate,1.0864,0.772468714448,amp:3.1.3.6
2530,3.6.1.11,amp,0.32,Succinate,1.0864,0.772468714448,amp:3.6.1.11
2531,2.7.7.12,gal1p,0.29,Succinate,0.0811,0.21853947723,gal1p:2.7.7.12
2532,3.5.4.2,ade,0.23,Succinate,0.0189,0.0759341100844,ade:3.5.4.2
2533,4.1.2.14,2ddg6p,0.006,Succinate,0.0109,0.644970414201,2ddg6p:4.1.2.14
2534,4.2.1.3,cit,1.16,Succinate,1.0634,0.478276513448,cit:4.2.1.3
2535,5.3.1.28,s7p,0.9,Succinate,8.978,0.908888438955,s7p:5.3.1.28
