,EC_number,Organism,LigandID,Literature,LigandName,chebiID,bigg.metabolite,KEGG_ID,Compound
2405,1.4.1.14,Oryza sativa,329,670544,NH4Cl,CHEBI:31206,,C12538,Ammonium chloride
2406,1.4.1.14,Oryza sativa,21872,670544,NH4NO3,CHEBI:63038,,,
2407,1.4.1.14,Chlorobium vibrioforme f. thiosulfatophilum,58,391479,succinate,CHEBI:15741,succ,C00042,Succinate
2408,1.4.1.15,Agrobacterium tumefaciens,9069,391499,5-aminovalerate,CHEBI:356010,5aptn,,
2409,1.4.1.15,Agrobacterium tumefaciens,29627,391499,6-Aminocaproate,CHEBI:57826,6ax,,
2410,1.4.1.15,Agrobacterium tumefaciens,108597,391499,7-aminoheptanoate,,,,
2411,1.4.1.15,Agrobacterium tumefaciens,47784,391499,8-aminooctanoate,,,,
2412,1.4.1.15,Agrobacterium tumefaciens,1531,391499,D-Lysine,CHEBI:16855,lys__D,C00739,D-Lysine
2413,1.4.1.15,Agrobacterium tumefaciens,1232,391499,D-phenylalanine,CHEBI:57981,,,
2414,1.4.1.15,Agrobacterium tumefaciens,821,391499,D-tryptophan,CHEBI:57719,,,
2415,1.4.1.15,Agrobacterium tumefaciens,108897,391499,DL-alpha-hydroxy-n-caproate,CHEBI:86542,,,
2416,1.4.1.15,Agrobacterium tumefaciens,44088,391499,DL-Homolysine,,,,
2417,1.4.1.15,Agrobacterium tumefaciens,311,391499,L-isoleucine,CHEBI:58045,ile__L,,
2418,1.4.1.15,Agrobacterium tumefaciens,127,391499,L-leucine,CHEBI:57427,leu__L,,
2419,1.4.1.15,Agrobacterium tumefaciens,134,391499,L-lysine,CHEBI:18019,lys__L,C00047,L-Lysine
2420,1.4.1.15,Agrobacterium tumefaciens,88,391499,L-methionine,CHEBI:57844,met__L,,
2421,1.4.1.15,Agrobacterium tumefaciens,806,391499,L-norleucine,CHEBI:58455,,,
2422,1.4.1.15,Agrobacterium tumefaciens,691,391499,L-norvaline,CHEBI:58441,,,
2423,1.4.1.15,Agrobacterium tumefaciens,104,391499,L-phenylalanine,CHEBI:58095,phe__L,,
2424,1.4.1.15,Agrobacterium tumefaciens,7223,391499,L-phenylglycine,CHEBI:439819,,C18623,L-Phenylglycine
2425,1.4.1.15,Agrobacterium tumefaciens,4891,391499,L-Phenyllactate,CHEBI:43065,,,
2426,1.4.1.15,Agrobacterium tumefaciens,119,391499,L-tryptophan,CHEBI:57912,trp__L,,
2427,1.4.1.15,Agrobacterium tumefaciens,109,391499,L-tyrosine,CHEBI:58315,tyr__L,,
2428,1.4.1.15,Agrobacterium tumefaciens,246,391499,L-valine,CHEBI:57762,val__L,,
2429,1.4.1.15,Agrobacterium tumefaciens,2036,391499,S-(2-aminoethyl)-L-cysteine,CHEBI:497734,,,
2430,1.4.1.17,Pseudomonas sp.,63,391526,2-mercaptoethanol,CHEBI:41218,,C00928,Mercaptoethanol
2431,1.4.1.17,Pseudomonas sp.,45,391526,dithiothreitol,CHEBI:42170,,,
2432,1.4.1.18,Agrobacterium tumefaciens,29627,391533,6-Aminocaproate,CHEBI:57826,6ax,,
2433,1.4.1.18,Agrobacterium tumefaciens,43956,391533,"D,L-Homolysine",,,,
2434,1.4.1.18,Agrobacterium tumefaciens,134,391532,L-lysine,CHEBI:18019,lys__L,C00047,L-Lysine
2435,1.4.1.18,Agrobacterium tumefaciens,2,391533,more,,,,
2436,1.4.1.21,Archaeoglobus fulgidus,2,672387,more,,,,
2437,1.4.3.1,Sus scrofa,634,687440,D-Aspartate,CHEBI:17364,asp__D,C00402,D-Aspartate
2438,1.4.3.1,Sus scrofa,1178,687440,D-Glu,CHEBI:15966,glu__D,C00217,D-Glutamate
2439,1.4.3.2,Pseudomonas sp.,1850,725575,"alpha,alpha'-dipyridyl",CHEBI:30351,,,
2440,1.4.3.2,Chlamydomonas reinhardtii,218,391814,CaCl2,CHEBI:3312,,C08130,Calcium chloride anhydrous
2441,1.4.3.2,Pseudomonas sp.,161,725575,KCN,,,,
2442,1.4.3.2,Sebastes schlegelii,2,691917,more,,,,
2443,1.4.3.2,Bothrops moojeni,2,692650,more,,,,
2444,1.4.3.2,Streptococcus oligofermentans,2,692863,more,,,,
2445,1.4.3.2,Hebeloma sp.,2,694300,more,,,,
2446,1.4.3.2,Pseudomonas sp.,49,725575,N-ethylmaleimide,CHEBI:44485,,C02441,N-Ethylmaleimide
2447,1.4.3.2,Pseudomonas sp.,614,725575,p-chloromercuribenzoic acid,CHEBI:28420,,C03444,p-Chloromercuribenzoate
2448,1.4.3.2,Pseudomonas sp.,447,725575,Sodium azide,CHEBI:278547,,,
2449,1.4.3.3,Rattus norvegicus,68901,679665,"(+)-5-methyl-10,11-dihydro-5H-dibenzo[a,d]cyclohepten-5,10-imine",CHEBI:34725,,C13737,Dizocilpine
2450,1.4.3.3,Homo sapiens,152026,699646,D-amino acid oxidase activator,,,,
2451,1.4.3.3,Homo sapiens,144138,684296,DAO activator,,,,
2452,1.4.3.3,Homo sapiens,144139,686069,G72 protein,,,,
2453,1.4.3.3,Trigonopsis variabilis,2,671491,more,,,,
2454,1.4.3.3,Trigonopsis variabilis,2,674970,more,,,,
2455,1.4.3.3,Arthrobacter protophormiae,2,684598,more,,,,
2456,1.4.3.3,Rattus norvegicus,2,688608,more,,,,
2457,1.4.3.3,Homo sapiens,2,690048,more,,,,
2458,1.4.3.3,Rattus norvegicus,2,699761,more,,,,
2459,1.4.3.3,Homo sapiens,2,700312,more,,,,
2460,1.4.3.3,Rattus norvegicus,1050,688608,morphine,CHEBI:17303,,C01516,Morphine
2461,1.4.3.3,Homo sapiens,25448,696139,pLG72,,,,
2462,1.4.3.3,Rattus norvegicus,25448,696139,pLG72,,,,
2463,1.4.3.4,Gallus gallus,2,655187,more,,,,
2464,1.4.3.4,Mesocricetus auratus,2,705901,more,,,,
2465,1.4.3.4,Homo sapiens,156172,703615,SRY protein,,,,
2466,1.4.3.4,Homo sapiens,156173,703615,transcription factor Sp1,,,,
2467,1.4.3.5,Oryctolagus cuniculus,1743,391880,2-aminobutanoate,CHEBI:35621,,,
2468,1.4.3.5,Rattus norvegicus,1369,391873,3-Hydroxyanthranilate,CHEBI:15793,3hanthrn,C00632,3-Hydroxyanthranilate
2469,1.4.3.5,Rattus norvegicus,2461,391873,3-hydroxykynurenine,,,,
2470,1.4.3.5,Rattus norvegicus,108519,391873,5-hydroxyindolacetate,CHEBI:27823,5hoxindoa,C05635,5-Hydroxyindoleacetate
2471,1.4.3.5,Rattus norvegicus,1669,391873,5-hydroxytryptamine,CHEBI:28790,srtn,C00780,Serotonin
2472,1.4.3.5,Oryctolagus cuniculus,654,391880,alanine,CHEBI:57972,ala__L,,
2473,1.4.3.5,Triticum aestivum,1058,391881,ammonium sulfate,CHEBI:62946,,,
2474,1.4.3.5,Oryctolagus cuniculus,153,391880,cysteine,CHEBI:35235,cys__L,,
2475,1.4.3.5,Oryctolagus cuniculus,1048,391885,guanidine hydrochloride,CHEBI:32735,,,
2476,1.4.3.5,Oryctolagus cuniculus,60565,391885,guanidine hydrochloride urea,,,,
2477,1.4.3.5,Triticum aestivum,2,391897,more,,,,
2478,1.4.3.5,Oryctolagus cuniculus,317,391880,Tris,CHEBI:46097,,,
2479,1.4.3.5,Rattus norvegicus,363,391873,tryptamine,CHEBI:16765,trypta,C00398,Tryptamine
2480,1.4.3.5,Oryctolagus cuniculus,116,391885,Urea,CHEBI:32285,urea,,
2481,1.4.3.5,Oryctolagus cuniculus,1210,391880,valine,CHEBI:57762,val__L,,
2482,1.4.3.5,Rattus norvegicus,30511,391873,xanthurenate,CHEBI:10072,,C02470,Xanthurenic acid
2483,1.4.3.7,Octopus vulgaris,69,395288,ethanol,CHEBI:16236,etoh,C00469,Ethanol
2484,1.4.3.8,Pseudomonas sp.,2,391966,more,,,,
2485,1.4.3.8,Phormia regina,2,391967,more,,,,
2486,1.4.3.13,Homo sapiens,144134,686947,5-aza-deoxycytidine,CHEBI:50131,,,
2487,1.4.3.13,Gallus gallus,2941,391737,actinomycin D,CHEBI:125400,,,
2488,1.4.3.13,Homo sapiens,144132,686141,areca nut extract,,,,
2489,1.4.3.13,Homo sapiens,144137,687920,hypoxia inducible factor-1,,,,
2490,1.4.3.13,Rattus norvegicus,2,685931,more,,,,
2491,1.4.3.13,Mus musculus,2,686106,more,,,,
2492,1.4.3.13,Homo sapiens,2,687920,more,,,,
2493,1.4.3.13,Homo sapiens,2,688796,more,,,,
2494,1.4.3.13,Homo sapiens,2,688955,more,,,,
2495,1.4.3.13,Homo sapiens,2,689199,more,,,,
2496,1.4.3.13,Rattus norvegicus,144135,687597,nuclear factor I-A,,,,
2497,1.4.3.13,Rattus norvegicus,144136,687597,nuclear factor I-B,,,,
2498,1.4.3.13,Gallus gallus,608,391736,pyridoxal,CHEBI:17310,pydx,C00250,Pyridoxal
2499,1.4.3.13,Gallus gallus,608,391739,pyridoxal,CHEBI:17310,pydx,C00250,Pyridoxal
2500,1.4.3.13,Gallus gallus,608,391740,pyridoxal,CHEBI:17310,pydx,C00250,Pyridoxal
2501,1.4.3.13,Homo sapiens,704,685931,suramin,,,,
2502,1.4.3.13,Mus musculus,10077,685981,transforming growth factor beta,,,,
2503,1.4.3.13,Homo sapiens,6762,391742,transforming growth factor-beta1,,,,
2504,1.4.3.13,Rattus norvegicus,6762,391742,transforming growth factor-beta1,,,,
2505,1.4.3.13,Homo sapiens,6762,684931,transforming growth factor-beta1,,,,
2506,1.4.3.13,Mus musculus,144133,686366,tumor growth factor-beta1,,,,
2507,1.4.3.14,Trichoderma viride,144,391747,adenine,CHEBI:16708,ade,C00147,Adenine
2508,1.4.3.14,Trichoderma viride,72,391747,glycine,CHEBI:57305,gly,,
2509,1.4.3.14,Trichoderma viride,102,391747,L-glutamine,CHEBI:58359,gln__L,,
2510,1.4.3.14,Trichoderma viride,349,391747,L-histidine,CHEBI:57595,his__L,,
2511,1.4.3.14,Trichoderma viride,2,391747,more,,,,
2512,1.4.3.14,Trichoderma viride,2149,391747,NaNO3,CHEBI:63005,,,
2513,1.4.3.14,Trichoderma viride,21872,391747,NH4NO3,CHEBI:63038,,,
2514,1.4.3.14,Trichoderma viride,2218,391747,purine,CHEBI:35589,,,
2515,1.4.3.16,Gossypium hirsutum,34,391759,2-oxoglutarate,CHEBI:30915,akg,C00026,2-Oxoglutarate
2516,1.4.3.16,Escherichia coli,97,391760,L-aspartate,CHEBI:17053,asp__L,C00049,L-Aspartate
2517,1.4.3.21,Schizosaccharomyces pombe,156171,703506,Atx1-like protein,,,,
2518,1.4.3.21,Schizosaccharomyces pombe,2,703506,more,,,,
2519,1.4.3.21,Rattus norvegicus,2,705350,more,,,,
2520,1.4.3.22,Cucumis sativus,42,693856,NaCl,CHEBI:26710,,C13563,Sodium chloride
2521,1.4.4.2,Gallus gallus,63,391989,2-mercaptoethanol,CHEBI:41218,,C00928,Mercaptoethanol
2522,1.4.4.2,Pisum sativum,45,391979,dithiothreitol,CHEBI:42170,,,
2523,1.4.4.2,Gallus gallus,45,391989,dithiothreitol,CHEBI:42170,,,
2524,1.4.4.2,Gallus gallus,142,391989,GSH,CHEBI:16856,,C00051,Glutathione
2525,1.4.7.1,Hydrogenobacter thermophilus,131,674324,citrate,CHEBI:76049,cit,,
2526,1.4.7.1,Hydrogenobacter thermophilus,283,674324,malate,CHEBI:6650,,C00711,Malate
2527,1.4.7.1,Hydrogenobacter thermophilus,57,674324,oxaloacetate,CHEBI:30744,oaa,C00036,Oxaloacetate
2528,1.4.7.1,Hydrogenobacter thermophilus,58,674324,succinate,CHEBI:15741,succ,C00042,Succinate
2529,1.4.9.1,Paracoccus denitrificans,529,702763,benzylamine,CHEBI:40538,,C15562,Benzylamine
2530,1.4.9.1,Paracoccus denitrificans,1352,702763,Dithionite,CHEBI:29253,,,
2531,1.4.9.1,Paracoccus denitrificans,45,702763,dithiothreitol,CHEBI:42170,,,
2532,1.4.9.1,Paracoccus denitrificans,144140,685218,MauG,,,,
2533,1.4.9.1,Paracoccus denitrificans,1381,702763,n-butylamine,CHEBI:43799,,,
2534,1.4.99.2,Paracoccus denitrificans,2,656739,more,,,,
2535,1.4.99.2,Paracoccus pantotrophus,2,656739,more,,,,
2536,1.4.99.2,Sinorhizobium meliloti,2,656739,more,,,,
2537,1.4.99.5,Pseudomonas sp.,20,392034,FAD,CHEBI:16238,fad,C00016,FAD
2538,1.4.99.5,Pseudomonas fluorescens,2,392035,more,,,,
2539,1.4.99.5,Pseudomonas fluorescens,2,392036,more,,,,
2540,1.4.99.5,Pseudomonas aeruginosa,50207,392033,pyocyanin,CHEBI:62220,,,
2541,1.4.99.6,Escherichia coli,174821,726275,histidine triad nucleotide binding protein 1,,,,
2542,1.5.1.2,Cucurbita maxima,21,392130,EDTA,CHEBI:42191,,C00284,EDTA
2543,1.5.1.2,Setaria italica,42,686421,NaCl,CHEBI:26710,,C13563,Sodium chloride
2544,1.5.1.2,Homo sapiens,2978,674605,P53,,,,
2545,1.5.1.2,Bos taurus,155,392138,putrescine,CHEBI:17148,ptrc,C00134,Putrescine
2546,1.5.1.2,Bos taurus,148,392138,spermidine,CHEBI:16610,spmd,C00315,Spermidine
2547,1.5.1.2,Bos taurus,197,392138,spermine,CHEBI:15746,sprm,C00750,Spermine
2548,1.5.1.2,Homo sapiens,3139,674605,troglitazone,CHEBI:9753,,,
2549,1.5.1.3,Lactobacillus leichmannii,218,392283,CaCl2,CHEBI:3312,,C08130,Calcium chloride anhydrous
2550,1.5.1.3,Bacteria,141,392207,Cl-,CHEBI:17883,cl,C01327,Hydrochloric acid
2551,1.5.1.3,vertebrata,141,392207,Cl-,CHEBI:17883,cl,C01327,Hydrochloric acid
2552,1.5.1.3,Homo sapiens,141,"392207, 392260",Cl-,CHEBI:17883,cl,C01327,Hydrochloric acid
2553,1.5.1.3,Pneumocystis carinii,141,392281,Cl-,CHEBI:17883,cl,C01327,Hydrochloric acid
2554,1.5.1.3,Heliothis virescens,45,392292,dithiothreitol,CHEBI:42170,,,
2555,1.5.1.3,Cricetulus griseus,3124,392280,guanidinium hydrochloride,CHEBI:32735,,,
2556,1.5.1.3,Lactobacillus leichmannii,2746,392283,KBr,CHEBI:32030,,C13198,Potassium bromide
2557,1.5.1.3,Sus scrofa,79,392269,KCl,CHEBI:32588,,,
2558,1.5.1.3,Rattus norvegicus,79,392272,KCl,CHEBI:32588,,,
2559,1.5.1.3,Homo sapiens,79,"392264, 392273",KCl,CHEBI:32588,,,
2560,1.5.1.3,Pneumocystis carinii,79,392281,KCl,CHEBI:32588,,,
2561,1.5.1.3,Rattus norvegicus,79,392281,KCl,CHEBI:32588,,,
2562,1.5.1.3,Lactobacillus leichmannii,79,392283,KCl,CHEBI:32588,,,
2563,1.5.1.3,Haloferax volcanii,79,392284,KCl,CHEBI:32588,,,
2564,1.5.1.3,Trypanosoma brucei,79,392285,KCl,CHEBI:32588,,,
2565,1.5.1.3,Thermotoga maritima,79,392295,KCl,CHEBI:32588,,,
2566,1.5.1.3,Lactobacillus leichmannii,1979,392283,KI,CHEBI:8346,,C08219,Potassium iodide
2567,1.5.1.3,Lactobacillus leichmannii,196,392283,MgCl2,CHEBI:6636,,C07755,Magnesium chloride
2568,1.5.1.3,Rattus norvegicus,2,392272,more,,,,
2569,1.5.1.3,Trypanosoma brucei,42,392285,NaCl,CHEBI:26710,,C13563,Sodium chloride
2570,1.5.1.3,Thermotoga maritima,42,392295,NaCl,CHEBI:26710,,C13563,Sodium chloride
2571,1.5.1.3,Geobacillus stearothermophilus,42,671970,NaCl,CHEBI:26710,,C13563,Sodium chloride
2572,1.5.1.3,Enterococcus faecium,54,392235,NH4+,CHEBI:16134,nh3,C00014,Ammonia
2573,1.5.1.3,Homo sapiens,43,392273,p-chloromercuribenzoate,CHEBI:28420,,C03444,p-Chloromercuribenzoate
2574,1.5.1.3,Heliothis virescens,43,392292,p-chloromercuribenzoate,CHEBI:28420,,C03444,p-Chloromercuribenzoate
2575,1.5.1.3,Homo sapiens,98,"392264, 392273",p-hydroxymercuribenzoate,CHEBI:49644,,,
2576,1.5.1.3,Homo sapiens,844,392273,Thiourea,CHEBI:36946,,C14415,Thiourea
2577,1.5.1.3,Gallus gallus,116,392207,Urea,CHEBI:32285,urea,,
2578,1.5.1.3,Lactobacillus casei,116,392207,Urea,CHEBI:32285,urea,,
2579,1.5.1.3,Lactobacillus casei,116,392227,Urea,CHEBI:32285,urea,,
2580,1.5.1.3,Cricetulus sp.,116,392258,Urea,CHEBI:32285,urea,,
2581,1.5.1.3,Rattus norvegicus,116,392272,Urea,CHEBI:32285,urea,,
2582,1.5.1.3,Homo sapiens,116,"392207, 392260, 392264, 392273",Urea,CHEBI:32285,urea,,
2583,1.5.1.3,Cricetulus griseus,116,392280,Urea,CHEBI:32285,urea,,
2584,1.5.1.3,Lactobacillus leichmannii,116,392283,Urea,CHEBI:32285,urea,,
2585,1.5.1.3,Trypanosoma brucei,116,392285,Urea,CHEBI:32285,urea,,
2586,1.5.1.3,Thermotoga maritima,116,392295,Urea,CHEBI:32285,urea,,
2587,1.5.1.5,Saccharomyces cerevisiae,2535,392313,"2,3-Dimercaptopropanol",CHEBI:64198,,C02924,Dimercaprol
2588,1.5.1.5,Saccharomyces cerevisiae,63,392313,2-mercaptoethanol,CHEBI:41218,,C00928,Mercaptoethanol
2589,1.5.1.5,Saccharomyces cerevisiae,153,392313,cysteine,CHEBI:35235,cys__L,,
2590,1.5.1.5,Saccharomyces cerevisiae,130,392313,formaldehyde,CHEBI:16842,fald,C00067,Formaldehyde
2591,1.5.1.5,Saccharomyces cerevisiae,44,392313,glutathione,CHEBI:16856,,C00051,Glutathione
2592,1.5.1.5,Photobacterium phosphoreum,16,209738,phosphate,CHEBI:26078,pi,C00009,Orthophosphate
2593,1.5.1.6,Rattus norvegicus,63,392342,2-mercaptoethanol,CHEBI:41218,,C00928,Mercaptoethanol
2594,1.5.1.6,Rattus norvegicus,63,392351,2-mercaptoethanol,CHEBI:41218,,C00928,Mercaptoethanol
2595,1.5.1.6,Rattus norvegicus,63,392352,2-mercaptoethanol,CHEBI:41218,,C00928,Mercaptoethanol
2596,1.5.1.6,Homo sapiens,174822,724712,4'-phosphopantetheinyl transferase,,,,
2597,1.5.1.6,Oryctolagus cuniculus,108756,392349,C1-tetrahydrofolate synthase,,,,
2598,1.5.1.6,Rattus norvegicus,2,392341,more,,,,
2599,1.5.1.6,Rattus norvegicus,5,392341,2 NADPH,CHEBI:16474,nadph,C00005,NADPH
2600,1.5.1.6,Oryctolagus cuniculus,5,"392344, 392349",2 NADPH,CHEBI:16474,nadph,C00005,NADPH
2601,1.5.1.6,Oryctolagus cuniculus,109585,392349,serine hydroxymethyltransferase,,,,
2602,1.5.1.8,Brassica napus,1748,392373,abscisic acid,CHEBI:2365,,C06082,Abscisate
2603,1.5.1.8,Homo sapiens,21,392361,EDTA,CHEBI:42191,,C00284,EDTA
2604,1.5.1.8,Glycine max,134,392371,L-lysine,CHEBI:18019,lys__L,C00047,L-Lysine
2605,1.5.1.8,Nicotiana tabacum,134,"392369, 392371",L-lysine,CHEBI:18019,lys__L,C00047,L-Lysine
2606,1.5.1.8,Homo sapiens,2,392360,more,,,,
2607,1.5.1.8,Brassica napus,2,392373,more,,,,
2608,1.5.1.8,Zea mays,21876,392367,organic solvent,,,,
2609,1.5.1.8,Zea mays,21876,392369,organic solvent,,,,
2610,1.5.1.8,Brassica napus,109453,392373,polyethylene glycol 6000,,,,
2611,1.5.1.8,Zea mays,12717,392369,Tris/HCl,,,,
2612,1.5.1.8,Homo sapiens,61,392361,Triton X-100,,,,
2613,1.5.1.15,Mus musculus,255,392078,arsenate,CHEBI:18231,aso4,C01478,Arsenic acid
2614,1.5.1.15,Acetobacterium woodii,45,392076,dithiothreitol,CHEBI:42170,,,
2615,1.5.1.15,Mus musculus,16,392081,phosphate,CHEBI:26078,pi,C00009,Orthophosphate
2616,1.5.1.15,Homo sapiens,16,"392087, 392091",phosphate,CHEBI:26078,pi,C00009,Orthophosphate
2617,1.5.1.15,Mus musculus,16,"392078, 392087, 392091",phosphate,CHEBI:26078,pi,C00009,Orthophosphate
2618,1.5.1.15,Homo sapiens,16,674480,phosphate,CHEBI:26078,pi,C00009,Orthophosphate
2619,1.5.1.20,Mus musculus,3321,687772,A23187,,,,
2620,1.5.1.20,Mus musculus,747,687772,homocysteine,CHEBI:58199,hcys__L,,
2621,1.5.1.20,Mus musculus,144141,687772,inositol-requiring enzyme-1,,,,
2622,1.5.1.20,Mus musculus,2,687772,more,,,,
2623,1.5.1.20,Arabidopsis sp.,404,437724,S-adenosylmethionine,CHEBI:15414,amet,C00019,S-Adenosyl-L-methionine
2624,1.5.1.20,Mus musculus,2240,687772,thapsigargin,CHEBI:9516,,C09561,Thapsigargin
2625,1.5.1.20,Mus musculus,1659,687772,tunicamycin,,,,
2626,1.5.1.20,Mus musculus,2424,687925,Valproic acid,CHEBI:39867,,C07185,Valproic acid
2627,1.5.1.21,Pseudomonas putida,45,392169,dithiothreitol,CHEBI:42170,,,
2628,1.5.1.21,Pseudomonas putida,21,392169,EDTA,CHEBI:42191,,C00284,EDTA
2629,1.5.1.21,Pseudomonas putida,2669,392169,Sodium diphosphate,CHEBI:71240,,,
2630,1.5.1.28,Arthrobacter sp.,8,"94166, 94167, 94168, 94169, 94170",2 NADH,CHEBI:16908,nadh,C00004,NADH
2631,1.5.1.30,Caenorhabditis elegans,2,659261,more,,,,
2632,1.5.1.30,Homo sapiens,2,659261,more,,,,
2633,1.5.1.30,Escherichia coli,8,698992,2 NADH,CHEBI:16908,nadh,C00004,NADH
2634,1.5.1.30,Bacillus subtilis,8,699057,2 NADH,CHEBI:16908,nadh,C00004,NADH
2635,1.5.1.30,Escherichia coli,5,698992,2 NADPH,CHEBI:16474,nadph,C00005,NADPH
2636,1.5.1.30,Bacillus subtilis,5,699057,2 NADPH,CHEBI:16474,nadph,C00005,NADPH
2637,1.5.1.43,Vibrio alginolyticus,45,712623,dithiothreitol,CHEBI:42170,,,
2638,1.5.1.43,Vibrio alginolyticus,2,712623,more,,,,
2639,1.5.1.46,Claviceps purpurea,593,720617,reduced glutathione,CHEBI:16856,,C00051,Glutathione
2640,1.5.1.48,Streptomyces sp.,4066,730542,L-Glucose,CHEBI:37627,,,
2641,1.5.1.48,Streptomyces sp.,2,730542,more,,,,
2642,1.5.3.4,Rattus norvegicus,16,392428,phosphate,CHEBI:26078,pi,C00009,Orthophosphate
2643,1.5.3.5,Arthrobacter nicotinovorans,2413,392431,MoO42-,CHEBI:36264,mobd,C06232,Molybdate
2644,1.5.3.6,Arthrobacter nicotinovorans,165,392436,"2,6-dichlorophenolindophenol",CHEBI:27451,,,
2645,1.5.3.6,Arthrobacter nicotinovorans,49529,392454,glycerate-3-phosphate,CHEBI:17050,3pg,C00597,Glycerate 3-phosphate
2646,1.5.3.6,Arthrobacter nicotinovorans,135,392451,glycerol,CHEBI:17754,glyc,C00116,Glycerol
2647,1.5.3.6,Arthrobacter nicotinovorans,2557,392447,glycerol-3-phosphate,CHEBI:14336,glyc1p,C03189,DL-Glycerol 1-phosphate
2648,1.5.3.6,Arthrobacter nicotinovorans,2557,392454,glycerol-3-phosphate,CHEBI:14336,glyc1p,C03189,DL-Glycerol 1-phosphate
2649,1.5.3.6,Arthrobacter nicotinovorans,512,392436,methylene blue,CHEBI:43830,,,
2650,1.5.3.6,Arthrobacter nicotinovorans,51,392453,phosphoenolpyruvate,CHEBI:44897,pep,C00074,Phosphoenolpyruvate
2651,1.5.3.6,Arthrobacter nicotinovorans,55,392451,Sucrose,CHEBI:17992,sucr,C00089,Sucrose
2652,1.5.3.7,Rattus norvegicus,13233,392473,di-(2-ethylhexyl)phthalate,CHEBI:17747,,,
2653,1.5.3.7,Rattus norvegicus,1399,392473,Glucagon,,,,
2654,1.5.3.7,Oryctolagus cuniculus,2,392477,more,,,,
2655,1.5.3.10,Arthrobacter globiformis,1974,724807,glycine betaine,CHEBI:41139,glyb,,
2656,1.5.3.15,Acanthamoeba culbertsoni,148,694075,spermidine,CHEBI:16610,spmd,C00315,Spermidine
2657,1.5.3.15,Acanthamoeba culbertsoni,197,694075,spermine,CHEBI:15746,sprm,C00750,Spermine
2658,1.5.3.16,Homo sapiens,174823,725069,HIV-1 Tat,,,,
2659,1.5.3.16,Homo sapiens,25824,712558,"N1,N11-diethylnorspermine",,,,
2660,1.5.4.1,Drosophila melanogaster,63,656799,2-mercaptoethanol,CHEBI:41218,,C00928,Mercaptoethanol
2661,1.5.5.1,Azospirillum brasilense,2,655306,more,,,,
2662,1.5.8.2,Pseudomonas putida,2,711031,more,,,,
2663,1.5.8.3,Pseudomonas putida,2,655081,more,,,,
2664,1.5.8.3,Homo sapiens,174824,725421,TMEFF2,,,,
2665,1.5.98.1,Methanopyrus kandleri,399,727408,(NH4)2SO4,CHEBI:62946,,,
2666,1.5.98.1,Methanopyrus kandleri,2,486097,more,,,,
2667,1.5.98.2,Methanopyrus kandleri,16,726826,phosphate,CHEBI:26078,pi,C00009,Orthophosphate
2668,1.5.98.2,Methanothermobacter marburgensis,16,726826,phosphate,CHEBI:26078,pi,C00009,Orthophosphate
2669,1.5.98.2,Methanopyrus kandleri,160,726826,sulfate,CHEBI:26836,so4,C00059,Sulfate
2670,1.5.98.2,Methanothermobacter marburgensis,160,726826,sulfate,CHEBI:26836,so4,C00059,Sulfate
2671,1.5.99.B2,Phormia regina,13,392561,ADP,CHEBI:16761,adp,C00008,ADP
2672,1.5.99.B2,Phormia regina,13,392564,ADP,CHEBI:16761,adp,C00008,ADP
2673,1.5.99.B2,Homo sapiens,243,675953,L-proline,CHEBI:60039,pro__L,,
2674,1.5.99.B2,Homo sapiens,2,689071,more,,,,
2675,1.5.99.3,Pseudomonas putida,62,392531,"1,10-phenanthroline",CHEBI:44975,,C00604,"1,10-Phenanthroline"
2676,1.5.99.3,Pseudomonas putida,21,392531,EDTA,CHEBI:42191,,C00284,EDTA
2677,1.5.99.3,Pseudomonas putida,161,392531,KCN,,,,
2678,1.5.99.4,Pseudomonas putida,21,392542,EDTA,CHEBI:42191,,C00284,EDTA
2679,1.5.99.6,Glycine max,9324,392554,diaminopropane,CHEBI:15725,,C00986,"1,3-Diaminopropane"
2680,1.5.99.6,Glycine max,148,392554,spermidine,CHEBI:16610,spmd,C00315,Spermidine
2681,1.5.99.12,Zea mays,12156,713281,"hydroxamic acid 2,4-dihydroxy-7-methoxy-1,4-benzoxazin-one",CHEBI:18048,,C04720,DIMBOA
2682,1.5.99.12,Phaseolus vulgaris,470,288537,imidazole,CHEBI:16069,,C01589,Imidazole
2683,1.5.99.12,Triticum aestivum,2,655490,more,,,,
2684,1.5.99.12,Dendrobium hybrid cultivar,2,656629,more,,,,
2685,1.5.99.12,Nicotiana tabacum,2,656629,more,,,,
2686,1.5.99.12,Nicotiana tabacum,2,656920,more,,,,
2687,1.5.99.12,Pisum sativum,2,656990,more,,,,
2688,1.5.99.12,Pisum sativum,2,685468,more,,,,
2689,1.5.99.12,Arabidopsis thaliana,2,686951,more,,,,
2690,1.5.99.12,Hordeum vulgare,2,689401,more,,,,
2691,1.5.99.12,Dendrobium huoshanense,2,700108,more,,,,
2692,1.6.1.1,Pseudomonas aeruginosa,771,392581,2'-AMP,CHEBI:28223,,C00946,Adenosine 2'-phosphate
2693,1.6.1.1,Pseudomonas aeruginosa,771,392584,2'-AMP,CHEBI:28223,,C00946,Adenosine 2'-phosphate
2694,1.6.1.1,Azotobacter vinelandii,771,392586,2'-AMP,CHEBI:28223,,C00946,Adenosine 2'-phosphate
2695,1.6.1.1,Azotobacter vinelandii,771,392591,2'-AMP,CHEBI:28223,,C00946,Adenosine 2'-phosphate
