,EC_number,Organism,LigandID,Literature,LigandName,chebiID,bigg.metabolite,KEGG_ID,Compound
241,1.1.1.28,Enterococcus faecium,47,286500,acetate,CHEBI:15366,ac,C00033,Acetate
242,1.1.1.28,Pythium debaryanum,295,286484,"fructose 1,6-diphosphate",CHEBI:28013,fdp_B,C05378,"beta-D-Fructose 1,6-bisphosphate"
243,1.1.1.28,Pythium undulatum,295,286484,"fructose 1,6-diphosphate",CHEBI:28013,fdp_B,C05378,"beta-D-Fructose 1,6-bisphosphate"
244,1.1.1.28,Sapromyces elongatus,295,286484,"fructose 1,6-diphosphate",CHEBI:28013,fdp_B,C05378,"beta-D-Fructose 1,6-bisphosphate"
245,1.1.1.28,Streptococcus equinus,295,286486,"fructose 1,6-diphosphate",CHEBI:28013,fdp_B,C05378,"beta-D-Fructose 1,6-bisphosphate"
246,1.1.1.28,Enterococcus faecium,16,286500,phosphate,CHEBI:26078,pi,C00009,Orthophosphate
247,1.1.1.30,Zoogloea ramigera I-16-M,63,286534,2-mercaptoethanol,CHEBI:41218,,C00928,Mercaptoethanol
248,1.1.1.30,Acidovorax sp.,3600,656326,3-hydroxybutyrate,CHEBI:20067,,,
249,1.1.1.30,Zoogloea ramigera I-16-M,45,286534,dithiothreitol,CHEBI:42170,,,
250,1.1.1.30,Acidovorax sp.,45,656326,dithiothreitol,CHEBI:42170,,,
251,1.1.1.30,Zoogloea ramigera I-16-M,21,286534,EDTA,CHEBI:42191,,C00284,EDTA
252,1.1.1.30,Acidovorax sp.,135,656326,glycerol,CHEBI:17754,glyc,C00116,Glycerol
253,1.1.1.30,Zoogloea ramigera I-16-M,161,286534,KCN,,,,
254,1.1.1.30,Acidovorax sp.,1219,656326,Lactate,CHEBI:78320,,C01432,Lactate
255,1.1.1.30,Ralstonia pickettii,2,695653,more,,,,
256,1.1.1.30,Bos taurus,215,286514,phosphatidylcholine,,,,
257,1.1.1.30,Staphylococcus xylosus,215,286515,phosphatidylcholine,,,,
258,1.1.1.30,Homo sapiens,215,"286512, 286513, 286519",phosphatidylcholine,,,,
259,1.1.1.30,Bos taurus,215,286522,phosphatidylcholine,,,,
260,1.1.1.30,Rattus norvegicus,215,286522,phosphatidylcholine,,,,
261,1.1.1.30,Paracoccus denitrificans,215,"286524, 286526",phosphatidylcholine,,,,
262,1.1.1.30,Rhodobacter sphaeroides,215,"286523, 286531",phosphatidylcholine,,,,
263,1.1.1.30,Zoogloea ramigera I-16-M,215,286534,phosphatidylcholine,,,,
264,1.1.1.30,Paucimonas lemoignei,215,"286532, 286537",phosphatidylcholine,,,,
265,1.1.1.30,Mycobacterium phlei,215,286539,phosphatidylcholine,,,,
266,1.1.1.30,Cavia porcellus,215,286540,phosphatidylcholine,,,,
267,1.1.1.30,Rattus norvegicus,215,"286516, 286518, 286520, 286521, 286529, 286533, 286536, 286540",phosphatidylcholine,,,,
268,1.1.1.30,Bacillus cereus,215,286541,phosphatidylcholine,,,,
269,1.1.1.30,Bos taurus,215,"286513, 286516, 286517, 286521, 286525, 286527, 286528, 286530, 286535, 286538, 286540, 286542, 286543",phosphatidylcholine,,,,
270,1.1.1.30,Camelus dromedarius,845,655261,Phospholipids,,,,
271,1.1.1.30,Zoogloea ramigera I-16-M,593,286534,reduced glutathione,CHEBI:16856,,C00051,Glutathione
272,1.1.1.30,Acidovorax sp.,58,656326,succinate,CHEBI:15741,succ,C00042,Succinate
273,1.1.1.31,Bacillus cereus,2,695710,more,,,,
274,1.1.1.34,Hevea brasiliensis,45,286568,dithiothreitol,CHEBI:42170,,,
275,1.1.1.34,Ipomoea batatas,2,655032,more,,,,
276,1.1.1.34,Solanum tuberosum,2,655032,more,,,,
277,1.1.1.34,Hortaea werneckii,2,686736,more,,,,
278,1.1.1.34,Homo sapiens,2,695855,more,,,,
279,1.1.1.34,Catharanthus roseus,2,700852,more,,,,
280,1.1.1.34,Homo sapiens,876,655507,myristic acid,CHEBI:28875,ttdca,C06424,Tetradecanoic acid
281,1.1.1.34,Arabidopsis thaliana,5340,700682,squalestatin,,,,
282,1.1.1.34,Rattus norvegicus,123221,654375,supernatant protein factor,,,,
283,1.1.1.34,Arabidopsis thaliana,3534,700682,terbinafine,CHEBI:9448,,C08079,Terbinafine
284,1.1.1.34,Hevea brasiliensis,2763,286568,thiol,,,,
285,1.1.1.35,Mus musculus,25464,695470,AMP-activated protein kinase,,,,
286,1.1.1.36,Methylobacterium extorquens,820,286622,alpha-ketoglutarate,CHEBI:30915,akg,C00026,2-Oxoglutarate
287,1.1.1.36,Methylobacterium extorquens,4,286622,ATP,CHEBI:15422,atp,C00002,ATP
288,1.1.1.36,Methylobacterium extorquens,131,286622,citrate,CHEBI:76049,cit,,
289,1.1.1.36,Bos taurus,18,286615,CoA,CHEBI:15346,coa,C00010,CoA
290,1.1.1.36,Rattus norvegicus,18,286615,CoA,CHEBI:15346,coa,C00010,CoA
291,1.1.1.36,Methylobacterium extorquens,279,286622,Isocitrate,CHEBI:30887,icit,C00311,Isocitrate
292,1.1.1.36,Bos taurus,2214,286615,pantetheine,CHEBI:16753,ptth,C00831,Pantetheine
293,1.1.1.36,Rattus norvegicus,2214,286615,pantetheine,CHEBI:16753,ptth,C00831,Pantetheine
294,1.1.1.37,Mycobacterium phlei,63,286635,2-mercaptoethanol,CHEBI:41218,,C00928,Mercaptoethanol
295,1.1.1.37,Corynebacterium glutamicum,131,656320,citrate,CHEBI:76049,cit,,
296,1.1.1.37,Mycobacterium phlei,153,286635,cysteine,CHEBI:35235,cys__L,,
297,1.1.1.37,Anthocidaris crassispina,45,286652,dithiothreitol,CHEBI:42170,,,
298,1.1.1.37,Mycobacterium phlei,44,286635,glutathione,CHEBI:16856,,C00051,Glutathione
299,1.1.1.37,Corynebacterium glutamicum,279,656320,Isocitrate,CHEBI:30887,icit,C00311,Isocitrate
300,1.1.1.37,Comamonas testosteroni,247,286630,L-Malate,CHEBI:30797,mal__L,C00149,(S)-Malate
301,1.1.1.37,Sus scrofa,247,"286629, 286630",L-Malate,CHEBI:30797,mal__L,C00149,(S)-Malate
302,1.1.1.37,Escherichia coli,2,685734,more,,,,
303,1.1.1.37,Malassezia pachydermatis,2,691578,more,,,,
304,1.1.1.37,Streptomyces coelicolor,2,711519,more,,,,
305,1.1.1.37,Streptomyces aureofaciens,42,286672,NaCl,CHEBI:26710,,C13563,Sodium chloride
306,1.1.1.37,Anthocidaris crassispina,2986,286652,Sodium phosphate,CHEBI:37583,,,
307,1.1.1.38,Escherichia coli,221,286689,"5,5'-dithiobis(2-nitrobenzoic acid)",CHEBI:86228,,,
308,1.1.1.38,Escherichia coli W,30651,286694,alpha-methyl-DL-aspartate,,,,
309,1.1.1.38,Escherichia coli,724,286688,aspartate,CHEBI:17053,asp__L,C00049,L-Aspartate
310,1.1.1.38,Citrobacter freundii,724,286692,aspartate,CHEBI:17053,asp__L,C00049,L-Aspartate
311,1.1.1.38,Erwinia aroidea,724,286692,aspartate,CHEBI:17053,asp__L,C00049,L-Aspartate
312,1.1.1.38,Escherichia coli B,724,286692,aspartate,CHEBI:17053,asp__L,C00049,L-Aspartate
313,1.1.1.38,Escherichia coli K-12,724,286692,aspartate,CHEBI:17053,asp__L,C00049,L-Aspartate
314,1.1.1.38,Escherichia coli W,724,286692,aspartate,CHEBI:17053,asp__L,C00049,L-Aspartate
315,1.1.1.38,Proteus vulgaris,724,286692,aspartate,CHEBI:17053,asp__L,C00049,L-Aspartate
316,1.1.1.38,Urochloa panicoides,4,286683,ATP,CHEBI:15422,atp,C00002,ATP
317,1.1.1.38,Escherichia coli W,48871,286694,beta-methyl-DL-aspartate,CHEBI:86613,,,
318,1.1.1.38,Atriplex spongiosa,18,286683,CoA,CHEBI:15346,coa,C00010,CoA
319,1.1.1.38,Urochloa panicoides,18,286683,CoA,CHEBI:15346,coa,C00010,CoA
320,1.1.1.38,Escherichia coli W,634,286694,D-Aspartate,CHEBI:17364,asp__D,C00402,D-Aspartate
321,1.1.1.38,Ascaris suum,170,286693,fumarate,CHEBI:18012,fum,C00122,Fumarate
322,1.1.1.38,Homo sapiens,170,695884,fumarate,CHEBI:18012,fum,C00122,Fumarate
323,1.1.1.38,Mus musculus,170,695884,fumarate,CHEBI:18012,fum,C00122,Fumarate
324,1.1.1.38,Rattus norvegicus,170,695884,fumarate,CHEBI:18012,fum,C00122,Fumarate
325,1.1.1.38,Escherichia coli W,97,286694,L-aspartate,CHEBI:17053,asp__L,C00049,L-Aspartate
326,1.1.1.38,Escherichia coli W,97,286697,L-aspartate,CHEBI:17053,asp__L,C00049,L-Aspartate
327,1.1.1.38,Escherichia coli,49,286689,N-ethylmaleimide,CHEBI:44485,,C02441,N-Ethylmaleimide
328,1.1.1.38,Sinorhizobium meliloti,54,286677,NH4+,CHEBI:16134,nh3,C00014,Ammonia
329,1.1.1.38,Escherichia coli,43,286689,p-chloromercuribenzoate,CHEBI:28420,,C03444,p-Chloromercuribenzoate
330,1.1.1.38,Saccharomyces cerevisiae,51,286696,phosphoenolpyruvate,CHEBI:44897,pep,C00074,Phosphoenolpyruvate
331,1.1.1.38,Rattus norvegicus,58,286698,succinate,CHEBI:15741,succ,C00042,Succinate
332,1.1.1.38,Urochloa panicoides,65,286683,UTP,CHEBI:15713,utp,C00075,UTP
333,1.1.1.39,Crassula argentea,104251,286707,1-N6-etheno-CoA,,,,
334,1.1.1.39,Arabidopsis thaliana,34,712417,2-oxoglutarate,CHEBI:30915,akg,C00026,2-Oxoglutarate
335,1.1.1.39,Arabidopsis thaliana,29,712417,acetyl-CoA,CHEBI:15351,accoa,C00024,Acetyl-CoA
336,1.1.1.39,Bradyrhizobium japonicum,105367,286720,adenosine 5'-diphosphoglucose,,,,
337,1.1.1.39,Sinorhizobium meliloti,13,286706,ADP,CHEBI:16761,adp,C00008,ADP
338,1.1.1.39,Bradyrhizobium japonicum,107,286720,alpha-D-glucose 1-phosphate,CHEBI:29042,g1p,C00103,D-Glucose 1-phosphate
339,1.1.1.39,Crassula argentea,30,286707,AMP,CHEBI:16027,amp,C00020,AMP
340,1.1.1.39,Sinorhizobium meliloti,724,286706,aspartate,CHEBI:17053,asp__L,C00049,L-Aspartate
341,1.1.1.39,Sinorhizobium meliloti,4,286706,ATP,CHEBI:15422,atp,C00002,ATP
342,1.1.1.39,Arabidopsis thaliana,18,712417,CoA,CHEBI:15346,coa,C00010,CoA
343,1.1.1.39,Brassica oleracea,534,286704,coenzyme A,CHEBI:15346,coa,C00010,CoA
344,1.1.1.39,Solanum tuberosum,534,286704,coenzyme A,CHEBI:15346,coa,C00010,CoA
345,1.1.1.39,Crassula argentea,534,286707,coenzyme A,CHEBI:15346,coa,C00010,CoA
346,1.1.1.39,Amaranthus edulis,534,286713,coenzyme A,CHEBI:15346,coa,C00010,CoA
347,1.1.1.39,Atriplex spongiosa,534,286713,coenzyme A,CHEBI:15346,coa,C00010,CoA
348,1.1.1.39,Panicum miliaceum,534,286713,coenzyme A,CHEBI:15346,coa,C00010,CoA
349,1.1.1.39,Arabidopsis thaliana,106,712417,"D-fructose 1,6-bisphosphate",CHEBI:28013,fdp_B,C05378,"beta-D-Fructose 1,6-bisphosphate"
350,1.1.1.39,Bradyrhizobium japonicum,87,286720,D-fructose 6-phosphate,CHEBI:61553,f6p,C00085,D-Fructose 6-phosphate
351,1.1.1.39,Bradyrhizobium japonicum,105,286720,D-glucose 6-phosphate,CHEBI:4170,g6p,C00092,D-Glucose 6-phosphate
352,1.1.1.39,Sinorhizobium meliloti,1755,286706,"fructose 1,6-bisphosphate",CHEBI:28013,fdp_B,C05378,"beta-D-Fructose 1,6-bisphosphate"
353,1.1.1.39,Crassula argentea,1755,286707,"fructose 1,6-bisphosphate",CHEBI:28013,fdp_B,C05378,"beta-D-Fructose 1,6-bisphosphate"
354,1.1.1.39,Bradyrhizobium japonicum,1755,286720,"fructose 1,6-bisphosphate",CHEBI:28013,fdp_B,C05378,"beta-D-Fructose 1,6-bisphosphate"
355,1.1.1.39,Sinorhizobium meliloti,170,286706,fumarate,CHEBI:18012,fum,C00122,Fumarate
356,1.1.1.39,Crassula argentea,170,286707,fumarate,CHEBI:18012,fum,C00122,Fumarate
357,1.1.1.39,Ascaris suum,170,654720,fumarate,CHEBI:18012,fum,C00122,Fumarate
358,1.1.1.39,Homo sapiens,170,657362,fumarate,CHEBI:18012,fum,C00122,Fumarate
359,1.1.1.39,Arabidopsis thaliana,170,712417,fumarate,CHEBI:18012,fum,C00122,Fumarate
360,1.1.1.39,Azorhizobium caulinodans,170,721353,fumarate,CHEBI:18012,fum,C00122,Fumarate
361,1.1.1.39,Sinorhizobium sp.,170,721353,fumarate,CHEBI:18012,fum,C00122,Fumarate
362,1.1.1.39,Bradyrhizobium japonicum,49075,286720,gamma-amino-n-butyrate,CHEBI:59888,4abut,,
363,1.1.1.39,Bradyrhizobium japonicum,106272,286720,hydroxy-n-butyrate,CHEBI:30830,ghb,C00989,4-Hydroxybutanoic acid
364,1.1.1.39,Bradyrhizobium japonicum,389,286720,hydroxypyruvate,CHEBI:30841,hpyr,C00168,Hydroxypyruvate
365,1.1.1.39,Ascaris suum,247,654720,L-Malate,CHEBI:30797,mal__L,C00149,(S)-Malate
366,1.1.1.39,Arabidopsis thaliana,2,712417,more,,,,
367,1.1.1.39,Arabidopsis thaliana,57,712417,oxaloacetate,CHEBI:30744,oaa,C00036,Oxaloacetate
368,1.1.1.39,Crassula argentea,51,286707,phosphoenolpyruvate,CHEBI:44897,pep,C00074,Phosphoenolpyruvate
369,1.1.1.39,Arabidopsis thaliana,51,712417,phosphoenolpyruvate,CHEBI:44897,pep,C00074,Phosphoenolpyruvate
370,1.1.1.39,Atriplex spongiosa,245,286713,SO42-,CHEBI:26836,so4,C00059,Sulfate
371,1.1.1.39,Sinorhizobium meliloti,58,286706,succinate,CHEBI:15741,succ,C00042,Succinate
372,1.1.1.39,Bradyrhizobium japonicum,58,286720,succinate,CHEBI:15741,succ,C00042,Succinate
373,1.1.1.39,Azorhizobium caulinodans,58,721353,succinate,CHEBI:15741,succ,C00042,Succinate
374,1.1.1.39,Sinorhizobium sp.,58,721353,succinate,CHEBI:15741,succ,C00042,Succinate
375,1.1.1.39,Bradyrhizobium japonicum,107464,286720,uridine 5'-diphosphoglucose,CHEBI:46229,udpg,C00029,UDP-glucose
376,1.1.1.B40,Anguilla japonica,61093,668426,"17alpha,20beta-dihydroxy-4-pregnen-3-one",,,,
377,1.1.1.40,Ricinus communis,123222,654369,acetyl carnitine,CHEBI:73024,acrn,,
378,1.1.1.40,Ricinus communis,29,286742,acetyl-CoA,CHEBI:15351,accoa,C00024,Acetyl-CoA
379,1.1.1.40,Ricinus communis,29,654369,acetyl-CoA,CHEBI:15351,accoa,C00024,Acetyl-CoA
380,1.1.1.40,Populus trichocarpa,29,723150,acetyl-CoA,CHEBI:15351,accoa,C00024,Acetyl-CoA
381,1.1.1.40,Nicotiana tabacum,724,689506,aspartate,CHEBI:17053,asp__L,C00049,L-Aspartate
382,1.1.1.40,Arabidopsis thaliana,724,689565,aspartate,CHEBI:17053,asp__L,C00049,L-Aspartate
383,1.1.1.40,Ricinus communis,4,654369,ATP,CHEBI:15422,atp,C00002,ATP
384,1.1.1.40,Ricinus communis,131,654369,citrate,CHEBI:76049,cit,,
385,1.1.1.40,Zea mays,131,656619,citrate,CHEBI:76049,cit,,
386,1.1.1.40,Ricinus communis,18,286742,CoA,CHEBI:15346,coa,C00010,CoA
387,1.1.1.40,Ricinus communis,18,654369,CoA,CHEBI:15346,coa,C00010,CoA
388,1.1.1.40,Nicotiana tabacum,18,689506,CoA,CHEBI:15346,coa,C00010,CoA
389,1.1.1.40,Arabidopsis thaliana,18,689565,CoA,CHEBI:15346,coa,C00010,CoA
390,1.1.1.40,Populus trichocarpa,105,723150,D-glucose 6-phosphate,CHEBI:4170,g6p,C00092,D-Glucose 6-phosphate
391,1.1.1.B40,Homo sapiens,1159,687961,dexamethasone,CHEBI:41879,,C15643,Dexamethasone
392,1.1.1.40,Homo sapiens,170,286734,fumarate,CHEBI:18012,fum,C00122,Fumarate
393,1.1.1.40,Solanum lycopersicum,170,286737,fumarate,CHEBI:18012,fum,C00122,Fumarate
394,1.1.1.40,Arabidopsis thaliana,170,689565,fumarate,CHEBI:18012,fum,C00122,Fumarate
395,1.1.1.40,Arabidopsis thaliana,170,697911,fumarate,CHEBI:18012,fum,C00122,Fumarate
396,1.1.1.40,Zea mays,170,700772,fumarate,CHEBI:18012,fum,C00122,Fumarate
397,1.1.1.40,Arabidopsis thaliana,170,723442,fumarate,CHEBI:18012,fum,C00122,Fumarate
398,1.1.1.40,Trypanosoma brucei,97,712042,L-aspartate,CHEBI:17053,asp__L,C00049,L-Aspartate
399,1.1.1.40,Trypanosoma cruzi,97,712042,L-aspartate,CHEBI:17053,asp__L,C00049,L-Aspartate
400,1.1.1.40,Ricinus communis,41,654369,L-glutamate,CHEBI:16015,glu__L,C00025,L-Glutamate
401,1.1.1.40,Ricinus communis,76,654369,malonyl-CoA,CHEBI:15531,malcoa,C00083,Malonyl-CoA
402,1.1.1.40,Sulfolobus solfataricus,83,724897,methanol,CHEBI:17790,meoh,C00132,Methanol
403,1.1.1.40,Trichomonas vaginalis,2,655672,more,,,,
404,1.1.1.40,Zea mays,2,656619,more,,,,
405,1.1.1.40,Aptenia cordifolia,2,657103,more,,,,
406,1.1.1.40,Oryza sativa,2,685731,more,,,,
407,1.1.1.40,Hydrilla verticillata,2,689392,more,,,,
408,1.1.1.40,Nicotiana tabacum,2,689506,more,,,,
409,1.1.1.40,Oryza sativa,2,689557,more,,,,
410,1.1.1.40,Zea mays,2,700772,more,,,,
411,1.1.1.40,Triticum aestivum,2,721778,more,,,,
412,1.1.1.B40,Anguilla japonica,2,668426,more,,,,
413,1.1.1.B40,Homo sapiens,2,700178,more,,,,
414,1.1.1.B40,Mus musculus,2,700178,more,,,,
415,1.1.1.40,Pseudomonas aeruginosa,54,286716,NH4+,CHEBI:16134,nh3,C00014,Ammonia
416,1.1.1.40,Corynebacterium glutamicum,54,286739,NH4+,CHEBI:16134,nh3,C00014,Ammonia
417,1.1.1.40,Ricinus communis,128,286742,palmitoyl-CoA,CHEBI:57379,pmtcoa,,
418,1.1.1.40,Ricinus communis,128,654369,palmitoyl-CoA,CHEBI:57379,pmtcoa,,
419,1.1.1.B40,Homo sapiens,913,693380,prostaglandin E2,CHEBI:15551,prostge2,C00584,Prostaglandin E2
420,1.1.1.40,Homo sapiens,58,286734,succinate,CHEBI:15741,succ,C00042,Succinate
421,1.1.1.40,Solanum lycopersicum,58,286737,succinate,CHEBI:15741,succ,C00042,Succinate
422,1.1.1.40,Ricinus communis,58,286742,succinate,CHEBI:15741,succ,C00042,Succinate
423,1.1.1.40,Ricinus communis,58,654369,succinate,CHEBI:15741,succ,C00042,Succinate
424,1.1.1.40,Zea mays,58,656619,succinate,CHEBI:15741,succ,C00042,Succinate
425,1.1.1.40,Arabidopsis thaliana,58,689565,succinate,CHEBI:15741,succ,C00042,Succinate
426,1.1.1.40,Arabidopsis thaliana,58,697911,succinate,CHEBI:15741,succ,C00042,Succinate
427,1.1.1.40,Zea mays,58,700772,succinate,CHEBI:15741,succ,C00042,Succinate
428,1.1.1.40,Arabidopsis thaliana,58,723442,succinate,CHEBI:15741,succ,C00042,Succinate
429,1.1.1.40,Ricinus communis,26,654369,UDP,CHEBI:17659,udp,C00015,UDP
430,1.1.1.40,Aptenia cordifolia,64,657103,UDP-glucose,CHEBI:46229,udpg,C00029,UDP-glucose
431,1.1.1.41,Sus scrofa,13,286775,ADP,CHEBI:16761,adp,C00008,ADP
432,1.1.1.41,Homo sapiens,13,656189,ADP,CHEBI:16761,adp,C00008,ADP
433,1.1.1.41,Homo sapiens,13,685154,ADP,CHEBI:16761,adp,C00008,ADP
434,1.1.1.41,Homo sapiens,13,712440,ADP,CHEBI:16761,adp,C00008,ADP
435,1.1.1.41,Saccharomyces cerevisiae,30,"286749, 286772",AMP,CHEBI:16027,amp,C00020,AMP
436,1.1.1.41,Phycomyces blakesleeanus,30,286776,AMP,CHEBI:16027,amp,C00020,AMP
437,1.1.1.41,Saccharomyces cerevisiae,30,654652,AMP,CHEBI:16027,amp,C00020,AMP
438,1.1.1.41,Yarrowia lipolytica,30,654783,AMP,CHEBI:16027,amp,C00020,AMP
439,1.1.1.41,Saccharomyces cerevisiae,30,656052,AMP,CHEBI:16027,amp,C00020,AMP
440,1.1.1.41,Saccharomyces cerevisiae,30,656118,AMP,CHEBI:16027,amp,C00020,AMP
441,1.1.1.41,Saccharomyces cerevisiae,30,721433,AMP,CHEBI:16027,amp,C00020,AMP
442,1.1.1.41,Saccharomyces cerevisiae,30,721650,AMP,CHEBI:16027,amp,C00020,AMP
443,1.1.1.41,Saccharomyces cerevisiae,177,721650,DTT,CHEBI:42170,,,
444,1.1.1.41,Pisum sativum,2,654843,more,,,,
445,1.1.1.41,Zea mays,2,654914,more,,,,
446,1.1.1.41,Saccharomyces cerevisiae,7,667647,2 NAD+,CHEBI:15846,nad,C00003,NAD+
447,1.1.1.42,Sus scrofa,751,656180,acetic acid,CHEBI:15366,ac,C00033,Acetate
448,1.1.1.42,Mus musculus,13,656247,ADP,CHEBI:16761,adp,C00008,ADP
449,1.1.1.42,Spirodela polyrhiza,1230,656616,cis-aconitate,CHEBI:32805,acon_C,C00417,cis-Aconitate
450,1.1.1.42,Spirodela polyrhiza,131,656616,citrate,CHEBI:76049,cit,,
451,1.1.1.42,Sus scrofa,701,656180,ethylamine,CHEBI:15862,,C00797,Ethylamine
452,1.1.1.42,Pisum sativum,297,654914,glutamate,CHEBI:16015,glu__L,C00025,L-Glutamate
453,1.1.1.42,Zea mays,297,654914,glutamate,CHEBI:16015,glu__L,C00025,L-Glutamate
454,1.1.1.42,Spirodela polyrhiza,297,656616,glutamate,CHEBI:16015,glu__L,C00025,L-Glutamate
455,1.1.1.42,Spirodela polyrhiza,279,656616,Isocitrate,CHEBI:30887,icit,C00311,Isocitrate
456,1.1.1.42,Saccharomyces cerevisiae,2,654367,more,,,,
457,1.1.1.42,Pisum sativum,2,654843,more,,,,
458,1.1.1.42,Pisum sativum,2,654914,more,,,,
459,1.1.1.42,Zea mays,2,654914,more,,,,
460,1.1.1.42,Plasmodium falciparum,2,655456,more,,,,
461,1.1.1.42,Saccharomyces cerevisiae,2,656233,more,,,,
462,1.1.1.42,Spirodela polyrhiza,2,656616,more,,,,
463,1.1.1.42,Mycobacterium tuberculosis,42,668080,NaCl,CHEBI:26710,,C13563,Sodium chloride
464,1.1.1.42,Pisum sativum,4072,670638,paraquat,CHEBI:34905,,C14701,Paraquat
465,1.1.1.42,Sus scrofa,249,656180,Phenol,CHEBI:15882,phenol,C00146,Phenol
466,1.1.1.42,Pisum sativum,2759,654914,succinic acid,CHEBI:15741,succ,C00042,Succinate
467,1.1.1.42,Zea mays,2759,654914,succinic acid,CHEBI:15741,succ,C00042,Succinate
468,1.1.1.43,Candida tropicalis,13,286818,ADP,CHEBI:16761,adp,C00008,ADP
469,1.1.1.43,Candida tropicalis,30,286818,AMP,CHEBI:16027,amp,C00020,AMP
470,1.1.1.43,Candida tropicalis,4,286818,ATP,CHEBI:15422,atp,C00002,ATP
471,1.1.1.43,Candida tropicalis,105,286818,D-glucose 6-phosphate,CHEBI:4170,g6p,C00092,D-Glucose 6-phosphate
472,1.1.1.43,Rattus norvegicus,2,688042,more,,,,
473,1.1.1.43,Candida tropicalis,51,286818,phosphoenolpyruvate,CHEBI:44897,pep,C00074,Phosphoenolpyruvate
474,1.1.1.44,Rattus norvegicus,745,655737,17beta-estradiol,CHEBI:16469,estradiol,C00951,Estradiol-17beta
475,1.1.1.44,Nicotiana tabacum,689,286866,"2,3-diphosphoglycerate",CHEBI:28907,,C03339,"2,3-Bisphosphoglycerate"
476,1.1.1.44,Homo sapiens,144118,688050,"5-(3alpha-acetoxy-5-beta-cholanamido)-1,3,4-thiadiazole-2-sulfonamide",,,,
477,1.1.1.44,Homo sapiens,25462,688050,"5-(3alpha-hydroxy-5-beta-cholanamido)-1,3,4-thiadiazole-2-sulfonamide",,,,
478,1.1.1.44,Ovis aries,391,286903,6-phosphogluconate,CHEBI:48928,6pgc,C00345,6-Phospho-D-gluconate
479,1.1.1.44,Brevibacterium flavum,13,286885,ADP,CHEBI:16761,adp,C00008,ADP
480,1.1.1.44,Phormidium sp.,30,286882,AMP,CHEBI:16027,amp,C00020,AMP
481,1.1.1.44,Brevibacterium flavum,4,286885,ATP,CHEBI:15422,atp,C00002,ATP
482,1.1.1.44,Brevibacterium flavum,671,286885,D-Fructose 1-phosphate,CHEBI:78736,f1p,,
483,1.1.1.44,Cyberlindnera jadinii,87,286893,D-fructose 6-phosphate,CHEBI:61553,f6p,C00085,D-Fructose 6-phosphate
484,1.1.1.44,Enterococcus faecalis,698,286885,D-gluconate,CHEBI:33198,glcn,C00257,D-Gluconic acid
485,1.1.1.44,Corynebacterium glutamicum,4525,696574,gluconate,CHEBI:33198,glcn,C00257,D-Gluconic acid
486,1.1.1.44,Dictyostelium discoideum,1301,286825,glycylglycine,CHEBI:356445,,,
487,1.1.1.44,Brevibacterium flavum,97,286885,L-aspartate,CHEBI:17053,asp__L,C00049,L-Aspartate
488,1.1.1.44,Brevibacterium flavum,349,286885,L-histidine,CHEBI:57595,his__L,,
489,1.1.1.44,Brevibacterium flavum,119,286885,L-tryptophan,CHEBI:57912,trp__L,,
490,1.1.1.44,Rattus norvegicus,123223,657143,metimazole,CHEBI:59033,,,
491,1.1.1.44,Oryza sativa,2,656766,more,,,,
492,1.1.1.44,Azospirillum brasilense,2,700784,more,,,,
493,1.1.1.45,Sus scrofa,153,286905,cysteine,CHEBI:35235,cys__L,,
494,1.1.1.B46,Methanocaldococcus jannaschii,106,728123,"D-fructose 1,6-bisphosphate",CHEBI:28013,fdp_B,C05378,"beta-D-Fructose 1,6-bisphosphate"
495,1.1.1.47,Bacillus sp.,13,639123,ADP,CHEBI:16761,adp,C00008,ADP
496,1.1.1.47,Bacillus sp.,30,639123,AMP,CHEBI:16027,amp,C00020,AMP
497,1.1.1.47,Bacillus sp.,4,639123,ATP,CHEBI:15422,atp,C00002,ATP
498,1.1.1.47,Bacillus sp.,1443,639123,dipicolinic acid,CHEBI:46837,,,
499,1.1.1.47,Lysinibacillus sphaericus,21,711501,EDTA,CHEBI:42191,,C00284,EDTA
500,1.1.1.47,Haloferax mediterranei,2,654400,more,,,,
501,1.1.1.47,Bacillus sp.,7,639123,2 NAD+,CHEBI:15846,nad,C00003,NAD+
502,1.1.1.47,Bacillus sp.,8,639123,2 NADH,CHEBI:16908,nadh,C00004,NADH
503,1.1.1.47,Thermoproteus tenax,10,639097,2 NADP+,CHEBI:18009,nadp,C00006,NADP+
504,1.1.1.47,Bacillus sp.,10,639123,2 NADP+,CHEBI:18009,nadp,C00006,NADP+
505,1.1.1.47,Bacillus sp.,5,639123,2 NADPH,CHEBI:16474,nadph,C00005,NADPH
506,1.1.1.49,Homo sapiens,17287,688050,"5-(3alpha,12alpha-dihydroxy-5-beta-cholanamido)-1,3,4-thiadiazole-2-sulfonamide",,,,
507,1.1.1.49,Homo sapiens,144119,688050,"5-(3alpha,acetoxy-5-beta-cholanamido)-1,3,4-thiadiazole-2-sulfonamide",,,,
508,1.1.1.49,Homo sapiens,2822,696962,6-Aminohexanoic acid,CHEBI:57826,6ax,,
509,1.1.1.49,Homo sapiens,259,688050,acetazolamide,CHEBI:27690,,C06805,Acetazolamide
510,1.1.1.49,Arabidopsis thaliana,152014,697951,anhydrotetracyclin,,,,
511,1.1.1.49,Rattus norvegicus,18934,695426,artesunate,,,,
