,bigg.metabolite,chebi
5616,tsul_e,16094
5617,tsul_e,26977
5618,tsul_e,32150
5619,tsul_e,33539
5620,tsul_e,33542
5621,tsul_e,45922
5622,tsul_e,5587
5623,tsul_e,9569
5624,ttdca_e,26897
5625,ttdca_e,278516
5626,ttdca_e,28875
5627,ttdca_e,30807
5628,ttdca_e,44232
5629,ttdca_e,7056
5630,ttdcea_e,36004
5631,tym_e,15276
5632,tym_e,15760
5633,tym_e,27174
5634,tym_e,327995
5635,tym_e,9799
5636,tyrp_e,21991
5637,tyrp_e,37788
5638,tyrp_e,45080
5639,tyrp_e,45158
5640,tyrp_e,45187
5641,tyrp_e,45209
5642,tyrp_e,62338
5643,tyrp_e,8171
5644,uacgam_e,13456
5645,uacgam_e,13473
5646,uacgam_e,13475
5647,uacgam_e,13476
5648,uacgam_e,16264
5649,uacgam_e,22115
5650,uacgam_e,46243
5651,uacgam_e,57705
5652,uacgam_e,9823
5653,udpacgal_e,46285
5654,udpacgal_e,67138
5655,udpacgal_e,67168
5656,udpg_e,13498
5657,udpg_e,13505
5658,udpg_e,18066
5659,udpg_e,22103
5660,udpg_e,27234
5661,udpg_e,52249
5662,udpg_e,58367
5663,udpg_e,58885
5664,udpg_e,9845
5665,udpg_e,9895
5666,udpgal_e,13487
5667,udpgal_e,13495
5668,udpgal_e,18307
5669,udpgal_e,22100
5670,udpgal_e,58439
5671,udpgal_e,66914
5672,udpgal_e,67119
5673,udpgal_e,9811
5674,udpglcur_e,13489
5675,udpglcur_e,13506
5676,udpglcur_e,17200
5677,udpglcur_e,22104
5678,udpglcur_e,46309
5679,udpglcur_e,58052
5680,udpglcur_e,9846
5681,ump_e,13508
5682,ump_e,13509
5683,ump_e,16695
5684,ump_e,27231
5685,ump_e,46362
5686,ump_e,46382
5687,ump_e,47721
5688,ump_e,57865
5689,ump_e,9849
5690,ura_e,15288
5691,ura_e,17568
5692,ura_e,27210
5693,ura_e,46375
5694,ura_e,9882
5695,urea_e,15292
5696,urea_e,16199
5697,urea_e,27218
5698,urea_e,32285
5699,urea_e,46379
5700,urea_e,48376
5701,urea_e,9888
5702,uri_e,15296
5703,uri_e,16704
5704,uri_e,27227
5705,uri_e,46386
5706,uri_e,46391
5707,uri_e,46460
5708,uri_e,9893
5709,xan_e,10059
5710,xan_e,17712
5711,xan_e,27317
5712,xan_e,46377
5713,xan_e,48517
5714,xmp_e,10067
5715,xmp_e,10938
5716,xmp_e,15324
5717,xmp_e,15652
5718,xmp_e,27328
5719,xmp_e,57464
5720,xtsn_e,10066
5721,xtsn_e,15323
5722,xtsn_e,18107
5723,xtsn_e,27327
5724,zn2_e,10113
5725,zn2_e,27368
5726,zn2_e,29105
5727,zn2_e,49972
5728,zn2_e,49976
5729,zn2_e,49982
5730,15dap_p,13928
5731,15dap_p,18127
5732,15dap_p,22974
5733,15dap_p,3288
5734,15dap_p,44370
5735,15dap_p,58384
5736,23camp_p,19212
5737,23camp_p,27844
5738,23camp_p,40469
5739,23camp_p,60879
5740,23camp_p,823
5741,23ccmp_p,19213
5742,23ccmp_p,27652
5743,23ccmp_p,60877
5744,23ccmp_p,824
5745,23cgmp_p,19214
5746,23cgmp_p,28181
5747,23cgmp_p,60837
5748,23cgmp_p,825
5749,23cump_p,19215
5750,23cump_p,28637
5751,23cump_p,60873
5752,23cump_p,826
5753,23dappa_p,11419
5754,23dappa_p,13043
5755,23dappa_p,16303
5756,23dappa_p,18383
5757,23dappa_p,19309
5758,23dappa_p,21190
5759,23dappa_p,49983
5760,23dappa_p,57721
5761,23dappa_p,58468
5762,23dappa_p,6153
5763,23dappa_p,876
5764,2ddglcn_p,1059
5765,2ddglcn_p,11550
5766,2ddglcn_p,17032
5767,2ddglcn_p,19530
5768,2ddglcn_p,57990
5769,34dhpac_p,1385
5770,34dhpac_p,19888
5771,34dhpac_p,27978
5772,3amp_p,1333
5773,3amp_p,22241
5774,3amp_p,28931
5775,3amp_p,60880
5776,3cmp_p,1335
5777,3cmp_p,23517
5778,3cmp_p,28929
5779,3cmp_p,41345
5780,3cmp_p,41615
5781,3cmp_p,53013
5782,3cmp_p,60875
5783,3gmp_p,24447
5784,3gmp_p,28072
5785,3gmp_p,39948
5786,3gmp_p,42888
5787,3gmp_p,5567
5788,3gmp_p,60732
5789,3hcinnm_p,32357
5790,3hcinnm_p,47925
5791,3hcinnm_p,47926
5792,3hcinnm_p,47927
5793,3hcinnm_p,47928
5794,3hpp_p,11836
5795,3hpp_p,1553
5796,3hpp_p,16510
5797,3hpp_p,20071
5798,3hpp_p,20079
5799,3hpp_p,33404
5800,3hpp_p,40000
5801,3hpppn_p,1427
5802,3hpppn_p,57277
5803,3ump_p,1361
5804,3ump_p,27229
5805,3ump_p,28895
5806,3ump_p,46259
5807,3ump_p,556513
5808,3ump_p,60784
5809,4abut_p,11961
5810,4abut_p,16865
5811,4abut_p,1786
5812,4abut_p,193777
5813,4abut_p,20317
5814,4abut_p,20318
5815,4abut_p,30566
5816,4abut_p,40483
5817,4abut_p,59888
5818,4hoxpacd_p,10899
5819,4hoxpacd_p,12012
5820,4hoxpacd_p,15621
5821,4hoxpacd_p,1872
5822,4hoxpacd_p,20417
5823,5dglcn_p,12120
5824,5dglcn_p,12121
5825,5dglcn_p,17426
5826,5dglcn_p,2051
5827,5dglcn_p,20564
5828,5dglcn_p,58143
5829,5mtr_p,45738
5830,LalaLglu_p,61396
5831,LalaLglu_p,61565
5832,ac_p,13704
5833,ac_p,15366
5834,ac_p,22165
5835,ac_p,22169
5836,ac_p,2387
5837,ac_p,30089
5838,ac_p,32029
5839,ac_p,32138
5840,ac_p,32954
5841,ac_p,3310
5842,ac_p,40480
5843,ac_p,40486
5844,ac_p,59199
5845,ac_p,62947
5846,ac_p,62964
5847,ac_p,62984
5848,ac_p,63045
5849,ac_p,63078
5850,ac_p,63879
5851,acac_p,13705
5852,acac_p,15344
5853,acac_p,22172
5854,acac_p,2391
5855,acac_p,38871
5856,acac_p,40507
5857,acald_p,13703
5858,acald_p,15343
5859,acald_p,22158
5860,acald_p,2383
5861,acald_p,40533
5862,acgal_p,21502
5863,acgal_p,28037
5864,acgal_p,546804
5865,acgal_p,7110
5866,acgal1p_p,44313
5867,acgal1p_p,61970
5868,acgam_p,506227
5869,acgam1p_p,21519
5870,acgam1p_p,7125
5871,acmana_p,41112
5872,acmana_p,63153
5873,acmana_p,63154
5874,acmum_p,21615
5875,acmum_p,28881
5876,acmum_p,40729
5877,acmum_p,47571
5878,acmum_p,47965
5879,acmum_p,47979
5880,acmum_p,64848
5881,acmum_p,7212
5882,acnam_p,12471
5883,acnam_p,12579
5884,acnam_p,17012
5885,acnam_p,21617
5886,acnam_p,21619
5887,acnam_p,21620
5888,acnam_p,33987
5889,acnam_p,35418
5890,acnam_p,7214
5891,acser_p,12685
5892,acser_p,12710
5893,acser_p,12724
5894,acser_p,17981
5895,acser_p,21938
5896,acser_p,44568
5897,acser_p,58340
5898,acser_p,7668
5899,ade_p,13733
5900,ade_p,16708
5901,ade_p,22236
5902,ade_p,2470
5903,ade_p,40579
5904,adn_p,13734
5905,adn_p,16335
5906,adn_p,22237
5907,adn_p,22250
5908,adn_p,2472
5909,adn_p,40558
5910,adn_p,40825
5911,adn_p,40906
5912,adn_p,45323
5913,adn_p,45327
5914,adocbl_p,13739
5915,adocbl_p,18408
5916,adocbl_p,23340
5917,adocbl_p,3797
5918,agm_p,13747
5919,agm_p,17431
5920,agm_p,18576
5921,agm_p,2514
5922,agm_p,40556
5923,agm_p,58145
5924,akg_p,11638
5925,akg_p,1253
5926,akg_p,16810
5927,akg_p,19748
5928,akg_p,19749
5929,akg_p,30915
5930,akg_p,30916
5931,akg_p,40661
5932,alaala_p,12900
5933,alaala_p,13749
5934,alaala_p,16576
5935,alaala_p,20894
5936,alaala_p,4088
5937,alaala_p,57822
5938,alltn_p,10962
5939,alltn_p,11024
5940,alltn_p,13761
5941,alltn_p,15676
5942,alltn_p,15677
5943,alltn_p,15678
5944,alltn_p,18640
5945,alltn_p,18724
5946,alltn_p,22354
5947,alltn_p,2594
5948,alltn_p,298
5949,alltn_p,366
5950,amp_p,12056
5951,amp_p,13234
5952,amp_p,13235
5953,amp_p,13736
5954,amp_p,13740
5955,amp_p,16027
5956,amp_p,22242
5957,amp_p,22245
5958,amp_p,2356
5959,amp_p,37096
5960,amp_p,40510
5961,amp_p,40726
5962,amp_p,40786
5963,amp_p,40826
5964,amp_p,456215
5965,amp_p,47222
5966,aso3_p,13857
5967,aso3_p,22635
5968,aso3_p,2846
5969,aso3_p,29242
5970,aso3_p,29243
5971,aso3_p,29866
5972,aso3_p,49899
5973,aso3_p,49900
5974,btn_p,13905
5975,btn_p,15956
5976,btn_p,22882
5977,btn_p,22884
5978,btn_p,3108
5979,btn_p,41236
5980,btn_p,57586
5981,but_p,113450
5982,but_p,13924
5983,but_p,17968
5984,but_p,22946
5985,but_p,22948
5986,but_p,30772
5987,but_p,3234
5988,but_p,41208
5989,but_p,64103
5990,butso3_p,61911
5991,butso3_p,61958
5992,ca2_p,22988
5993,ca2_p,29108
5994,ca2_p,31338
5995,ca2_p,31341
5996,ca2_p,3308
5997,ca2_p,3312
5998,ca2_p,35437
5999,ca2_p,48760
6000,cbi_p,48529
6001,cbl1_p,14004
6002,cbl1_p,15982
6003,cbl1_p,23328
6004,cbl1_p,30411
6005,cbl1_p,3784
6006,cbl1_p,60488
6007,cd2_p,22977
6008,cd2_p,52619
6009,cd2_p,52620
6010,cgly_p,4047
6011,cgly_p,61694
6012,chol_p,13985
6013,chol_p,15354
6014,chol_p,23212
6015,chol_p,3665
6016,chol_p,41524
6017,cit_p,13999
6018,cit_p,16947
6019,cit_p,23321
6020,cit_p,23322
6021,cit_p,30769
6022,cit_p,32142
6023,cit_p,35802
6024,cit_p,35806
6025,cit_p,35809
6026,cit_p,35810
6027,cit_p,3727
6028,cit_p,41523
6029,cit_p,42563
6030,cit_p,50744
6031,cit_p,53258
6032,cit_p,63037
6033,cit_p,63076
6034,cl_p,13291
6035,cl_p,13364
6036,cl_p,13970
6037,cl_p,17883
6038,cl_p,17996
6039,cl_p,24635
6040,cl_p,3616
6041,cl_p,3731
6042,cl_p,48804
6043,cl_p,53351
6044,cl_p,53503
6045,cl_p,53542
6046,cl_p,5590
6047,cl_p,67096
6048,cmp_p,13274
6049,cmp_p,17361
6050,cmp_p,23520
6051,cmp_p,3275
6052,cmp_p,41312
6053,cmp_p,41319
6054,cmp_p,41666
6055,cmp_p,41691
6056,cmp_p,47362
6057,cmp_p,48799
6058,cmp_p,58120
6059,cmp_p,60377
6060,co2_p,13282
6061,co2_p,13283
6062,co2_p,13284
6063,co2_p,13285
6064,co2_p,16526
6065,co2_p,23011
6066,co2_p,3283
6067,co2_p,48829
6068,cobalt2_p,23337
6069,cobalt2_p,35696
6070,cobalt2_p,48827
6071,cobalt2_p,48828
6072,crn_p,11817
6073,crn_p,13947
6074,crn_p,17126
6075,crn_p,20047
6076,crn_p,23038
6077,crn_p,3424
6078,csn_p,14066
6079,csn_p,16040
6080,csn_p,23531
6081,csn_p,4072
6082,ctbt_p,11946
6083,ctbt_p,17237
6084,ctbt_p,1774
6085,ctbt_p,20299
6086,ctbt_p,48867
6087,cu2_p,23376
6088,cu2_p,28694
6089,cu2_p,30052
6090,cu2_p,3874
6091,cu2_p,52630
6092,cyan_p,13362
6093,cyan_p,14038
6094,cyan_p,17514
6095,cyan_p,18407
6096,cyan_p,36824
6097,cyan_p,36826
6098,cyan_p,36856
6099,cyan_p,3969
6100,cyan_p,41780
6101,cyan_p,48818
6102,cyan_p,48819
6103,cyan_p,5786
6104,cynt_p,14037
6105,cynt_p,23419
6106,cynt_p,23422
6107,cynt_p,28024
6108,cynt_p,29195
6109,cynt_p,29202
6110,cynt_p,3968
6111,cytd_p,14063
6112,cytd_p,17562
6113,cytd_p,23515
6114,cytd_p,4053
6115,cytd_p,41649
6116,cytd_p,41686
6117,cytd_p,41704
6118,damp_p,10490
6119,damp_p,14068
6120,damp_p,17713
6121,damp_p,19236
6122,damp_p,41815
6123,damp_p,41864
6124,damp_p,58245
6125,dca_p,125804
6126,dca_p,23570
6127,dca_p,23572
6128,dca_p,27689
6129,dca_p,30813
6130,dca_p,41906
6131,dca_p,4347
6132,dcmp_p,10493
6133,dcmp_p,14070
6134,dcmp_p,14071
6135,dcmp_p,14115
6136,dcmp_p,15918
6137,dcmp_p,19242
6138,dcmp_p,41838
6139,dcmp_p,41875
6140,dcmp_p,57566
6141,dcyt_p,15698
6142,dcyt_p,19240
6143,dcyt_p,41417
6144,dcyt_p,41430
6145,dcyt_p,41806
6146,dcyt_p,4407
6147,ddca_p,14187
6148,ddca_p,18262
6149,ddca_p,23863
6150,ddca_p,23864
6151,ddca_p,30805
6152,ddca_p,41882
6153,ddca_p,4680
6154,dgmp_p,10496
6155,dgmp_p,14074
6156,dgmp_p,16192
6157,dgmp_p,19246
6158,dgmp_p,41902
6159,dgmp_p,41939
6160,dgmp_p,41945
6161,dgmp_p,47449
6162,dgmp_p,57673
6163,dgsn_p,14116
6164,dgsn_p,17172
6165,dgsn_p,19244
6166,dgsn_p,23624
6167,dgsn_p,42667
6168,dgsn_p,42867
6169,dgsn_p,42987
6170,dgsn_p,4412
6171,dha_p,14340
6172,dha_p,16016
6173,dha_p,24354
6174,dha_p,39809
6175,dha_p,5453
6176,dimp_p,19250
6177,dimp_p,28806
6178,dimp_p,41998
6179,dimp_p,44500
6180,dimp_p,61194
6181,dimp_p,837
6182,din_p,19248
6183,din_p,23629
6184,din_p,28997
6185,din_p,43293
6186,din_p,43436
6187,din_p,4413
6188,dms_p,14168
6189,dms_p,14175
6190,dms_p,17437
6191,dms_p,23800
6192,dms_p,44169
6193,dms_p,4611
6194,dmso_p,23801
6195,dmso_p,28262
6196,dmso_p,42138
6197,dmso_p,4612
6198,dopa_p,11695
6199,dopa_p,11930
6200,dopa_p,14203
6201,dopa_p,1764
6202,dopa_p,18243
6203,dopa_p,23886
6204,dopa_p,43686
6205,dopa_p,59905
6206,dtmp_p,10529
6207,dtmp_p,14092
6208,dtmp_p,15245
6209,dtmp_p,15246
6210,dtmp_p,17013
6211,dtmp_p,26999
6212,dtmp_p,45759
6213,dtmp_p,45772
6214,dtmp_p,45926
6215,dtmp_p,46013
6216,dtmp_p,46036
6217,dtmp_p,46960
6218,dtmp_p,47711
6219,dump_p,10532
6220,dump_p,14094
6221,dump_p,17622
6222,dump_p,19263
6223,dump_p,246422
6224,duri_p,11398
6225,duri_p,11572
6226,duri_p,14123
6227,duri_p,16450
6228,duri_p,19261
6229,duri_p,23640
6230,duri_p,42178
6231,duri_p,4434
6232,duri_p,46165
6233,duri_p,46289
6234,enter_p,23923
6235,enter_p,28855
6236,enter_p,38150
6237,enter_p,4799
6238,etha_p,14223
6239,etha_p,16000
6240,etha_p,23979
6241,etha_p,23981
6242,etha_p,272066
6243,etha_p,42323
6244,etha_p,4880
6245,etha_p,57603
6246,etoh_p,14222
6247,etoh_p,16236
6248,etoh_p,23978
6249,etoh_p,30878
6250,etoh_p,30880
6251,etoh_p,42377
6252,etoh_p,44594
6253,etoh_p,4879
6254,etoh_p,52092
6255,etoh_p,52096
6256,f6p_p,10375
6257,f6p_p,12352
6258,f6p_p,16084
6259,f6p_p,22768
6260,f6p_p,42378
6261,f6p_p,45804
6262,f6p_p,57634
6263,f6p_p,61527
6264,f6p_p,61553
6265,fe2_p,13319
6266,fe2_p,13321
6267,fe2_p,21129
6268,fe2_p,24876
6269,fe2_p,29033
6270,fe2_p,34754
6271,fe2_p,49599
6272,fe3_p,13320
6273,fe3_p,21130
6274,fe3_p,24877
6275,fe3_p,29034
6276,fe3_p,34755
6277,fe3_p,49595
6278,fecrm_p,5019
6279,for_p,14276
6280,for_p,15740
6281,for_p,24081
6282,for_p,24082
6283,for_p,30751
6284,for_p,42460
6285,for_p,5145
6286,for_p,52343
6287,for_p,63050
6288,for_p,63880
6289,fru_p,10373
6290,fru_p,22766
6291,fru_p,24104
6292,fru_p,24110
6293,fru_p,28645
6294,fru_p,28757
6295,fru_p,37720
6296,fru_p,37721
6297,fru_p,42560
6298,fru_p,48673
6299,fru_p,49089
6300,fru_p,5172
6301,frulys_p,24109
6302,frulys_p,61393
6303,frulys_p,63523
6304,fruur_p,12927
6305,fruur_p,16849
6306,fruur_p,20936
6307,fruur_p,20937
6308,fruur_p,4126
6309,fruur_p,59863
6310,fum_p,14284
6311,fum_p,18012
6312,fum_p,22956
6313,fum_p,22957
6314,fum_p,22958
6315,fum_p,24122
6316,fum_p,24124
6317,fum_p,29806
6318,fum_p,36180
6319,fum_p,37154
6320,fum_p,37155
6321,fum_p,42511
6322,fum_p,42743
6323,fum_p,5190
6324,g1p_p,10246
6325,g1p_p,12320
6326,g1p_p,12970
6327,g1p_p,21004
6328,g1p_p,29042
6329,g1p_p,42623
6330,g1p_p,58601
6331,g3pc_p,10646
6332,g3pc_p,12841
6333,g3pc_p,12847
6334,g3pc_p,14343
6335,g3pc_p,16870
6336,g3pc_p,26697
6337,g3pc_p,26698
6338,g3pc_p,35763
6339,g3pc_p,36313
6340,g3pc_p,55397
6341,g3pe_p,10647
6342,g3pe_p,12701
6343,g3pe_p,12842
6344,g3pe_p,14803
6345,g3pe_p,16038
6346,g3pe_p,16929
6347,g3pe_p,26030
6348,g3pe_p,26031
6349,g3pe_p,26699
6350,g3pe_p,26700
6351,g3pe_p,35765
6352,g3pe_p,36314
6353,g3pe_p,45210
6354,g3pe_p,52330
6355,g3pe_p,57952
6356,g3pe_p,60262
6357,g3pe_p,60263
6358,g3pe_p,64612
6359,g3pe_p,64674
6360,g3pe_p,7661
6361,g3pe_p,8129
6362,g3pg_p,5457
6363,g3pg_p,61933
6364,g3pg_p,64717
6365,g3pg_p,64956
6366,g3pi_p,10645
6367,g3pi_p,11200
6368,g3pi_p,18321
6369,g3pi_p,26695
6370,g3pi_p,58444
6371,g3pi_p,64715
6372,g6p_p,10399
6373,g6p_p,12375
6374,g6p_p,17719
6375,g6p_p,22797
6376,g6p_p,41041
6377,g6p_p,4170
6378,g6p_p,58247
6379,g6p_p,61548
6380,gal_p,12936
6381,gal_p,4139
6382,gal1p_p,10232
6383,gal1p_p,12305
6384,gal1p_p,12306
6385,gal1p_p,17973
6386,gal1p_p,20957
6387,gal1p_p,22374
6388,gal1p_p,37480
6389,gal1p_p,4140
6390,gal1p_p,58336
6391,gal1p_p,59011
6392,galt_p,14286
6393,galt_p,16813
6394,galt_p,24139
6395,galt_p,5251
6396,galt_p,53575
6397,galur_p,18024
6398,galur_p,20976
6399,galur_p,20978
6400,galur_p,22384
6401,galur_p,33884
6402,galur_p,33885
6403,galur_p,40543
6404,galur_p,4153
6405,galur_p,47954
6406,galur_p,58658
6407,gam_p,12961
6408,gam_p,17315
6409,gam_p,4162
6410,gam_p,47972
6411,gam_p,47977
6412,gam_p,58723
6413,gam6p_p,12962
6414,gam6p_p,47987
6415,gam6p_p,58725
6416,gbbtn_p,12047
6417,gbbtn_p,16244
6418,gbbtn_p,1941
6419,gbbtn_p,20484
6420,gdp_p,13327
6421,gdp_p,14379
6422,gdp_p,17552
6423,gdp_p,24448
6424,gdp_p,42738
6425,gdp_p,5212
6426,gdp_p,58189
6427,gdp_p,65180
6428,glcn_p,12955
6429,glcn_p,18391
6430,glcn_p,20983
6431,glcn_p,20985
6432,glcn_p,20986
6433,glcn_p,33198
6434,glcn_p,4157
6435,glcn_p,42715
6436,glcr_p,12953
6437,glcr_p,16002
6438,glcr_p,20980
6439,glcr_p,20982
6440,glcr_p,30612
6441,glcr_p,4155
6442,glcr_p,42731
6443,glcur_p,12975
6444,glcur_p,15748
6445,glcur_p,21013
6446,glcur_p,24297
6447,glcur_p,24298
6448,glcur_p,47952
6449,glcur_p,58720
6450,glcur1p_p,11294
6451,glcur1p_p,16787
6452,glcur1p_p,19090
6453,glcur1p_p,21014
6454,glcur1p_p,28547
6455,glcur1p_p,35145
6456,glcur1p_p,4179
6457,glcur1p_p,57897
6458,glcur1p_p,681
6459,gly_p,10792
6460,gly_p,13347
6461,gly_p,14344
6462,gly_p,15428
6463,gly_p,24368
6464,gly_p,29946
6465,gly_p,29947
6466,gly_p,32507
6467,gly_p,32508
6468,gly_p,42772
6469,gly_p,42964
6470,gly_p,5460
6471,gly_p,57305
6472,glyald_p,12982
6473,glyald_p,17378
6474,glyald_p,21025
6475,glyald_p,39973
6476,glyald_p,4186
6477,glyb_p,12531
6478,glyb_p,13895
6479,glyb_p,15264
6480,glyb_p,17750
6481,glyb_p,22858
6482,glyb_p,24370
6483,glyb_p,27128
6484,glyb_p,3073
6485,glyb_p,41134
6486,glyb_p,41139
6487,glyc_p,131422
6488,glyc_p,13754
6489,glyc_p,14334
6490,glyc_p,17522
6491,glyc_p,17754
6492,glyc_p,22298
6493,glyc_p,24351
6494,glyc_p,2556
6495,glyc_p,42998
6496,glyc_p,5448
6497,glyc2p_p,14337
6498,glyc2p_p,17270
6499,glyc2p_p,26704
6500,glyc2p_p,42620
6501,glyc2p_p,5451
6502,glyc2p_p,58083
6503,glyc3p_p,10648
6504,glyc3p_p,10649
6505,glyc3p_p,12843
6506,glyc3p_p,12848
6507,glyc3p_p,12849
6508,glyc3p_p,14804
6509,glyc3p_p,15978
6510,glyc3p_p,16890
6511,glyc3p_p,17517
6512,glyc3p_p,26032
6513,glyc3p_p,26033
6514,glyc3p_p,26705
6515,glyc3p_p,35141
6516,glyc3p_p,35772
6517,glyc3p_p,42793
6518,glyc3p_p,57597
6519,glyc3p_p,60291
6520,glyc3p_p,60523
6521,glyc3p_p,64716
6522,glyc3p_p,8130
6523,glyclt_p,14348
6524,glyclt_p,17497
6525,glyclt_p,24388
6526,glyclt_p,24390
6527,glyclt_p,29805
6528,glyclt_p,42865
6529,glyclt_p,5475
6530,gmp_p,13341
6531,gmp_p,14381
6532,gmp_p,17345
6533,gmp_p,24449
6534,gmp_p,24450
6535,gmp_p,37121
6536,gmp_p,40119
6537,gmp_p,42647
6538,gmp_p,42831
6539,gmp_p,42887
6540,gmp_p,42979
6541,gmp_p,47450
6542,gmp_p,5228
6543,gmp_p,58115
6544,gsn_p,14375
6545,gsn_p,16750
6546,gsn_p,24444
6547,gsn_p,42840
6548,gsn_p,42847
6549,gsn_p,471737
6550,gsn_p,5564
6551,gthox_p,14328
6552,gthox_p,14720
6553,gthox_p,17858
6554,gthox_p,24336
6555,gthox_p,42832
6556,gthox_p,58297
6557,gthox_p,7840
6558,gthrd_p,12402
6559,gthrd_p,14327
6560,gthrd_p,16856
6561,gthrd_p,24334
6562,gthrd_p,42873
6563,gthrd_p,43049
6564,gthrd_p,5437
6565,gthrd_p,57925
6566,gthrd_p,60836
6567,gtp_p,13342
6568,gtp_p,15996
6569,gtp_p,24451
6570,gtp_p,37565
6571,gtp_p,42934
6572,gtp_p,5234
6573,gtp_p,57600
6574,gua_p,14371
6575,gua_p,14372
6576,gua_p,16235
6577,gua_p,24443
6578,gua_p,42948
6579,gua_p,5563
6580,h_p,10744
6581,h_p,13357
6582,h_p,15378
6583,h_p,24636
6584,h_p,5584
6585,h2_p,13350
6586,h2_p,18276
6587,h2_p,25363
6588,h2_p,29239
6589,h2_p,29293
6590,h2_p,29297
6591,h2_p,29299
6592,h2_p,29300
6593,h2_p,5785
6594,h2o_p,10743
6595,h2o_p,13352
6596,h2o_p,13365
6597,h2o_p,13419
6598,h2o_p,15377
6599,h2o_p,16234
6600,h2o_p,27313
6601,h2o_p,29356
6602,h2o_p,29373
6603,h2o_p,29374
6604,h2o_p,29375
6605,h2o_p,29412
6606,h2o_p,33811
6607,h2o_p,33813
6608,h2o_p,35511
6609,h2o_p,36385
6610,h2o_p,41979
6611,h2o_p,41981
6612,h2o_p,42043
6613,h2o_p,42857
6614,h2o_p,43228
6615,h2o_p,44292
6616,h2o_p,44641
6617,h2o_p,44701
6618,h2o_p,44819
6619,h2o_p,53442
6620,h2o_p,5585
6621,h2o_p,5594
6622,h2o2_p,13354
6623,h2o2_p,13355
6624,h2o2_p,16240
6625,h2o2_p,24637
6626,h2o2_p,29192
6627,h2o2_p,29370
6628,h2o2_p,44782
6629,h2o2_p,44785
6630,h2o2_p,44812
6631,h2o2_p,5586
6632,h2s_p,13356
6633,h2s_p,13694
6634,h2s_p,14414
6635,h2s_p,15138
6636,h2s_p,16136
6637,h2s_p,16385
6638,h2s_p,24639
6639,h2s_p,26822
6640,h2s_p,26960
6641,h2s_p,29919
6642,h2s_p,30488
6643,h2s_p,43058
6644,h2s_p,45489
6645,h2s_p,51114
6646,h2s_p,5787
6647,h2s_p,9340
6648,hdca_p,14730
6649,hdca_p,15756
6650,hdca_p,231736
6651,hdca_p,233028
6652,hdca_p,24540
6653,hdca_p,24541
6654,hdca_p,29889
6655,hdca_p,44952
6656,hdca_p,7896
6657,hdcea_p,24548
6658,hdcea_p,25836
6659,hdcea_p,28716
6660,hdcea_p,32372
6661,hdcea_p,44696
6662,hdcea_p,59265
6663,hdcea_p,71449
6664,hdcea_p,7897
6665,hg2_p,13370
6666,hg2_p,16793
6667,hg2_p,25199
6668,hg2_p,25200
6669,hg2_p,49640
6670,hg2_p,5714
6671,hxa_p,14398
6672,hxa_p,17120
6673,hxa_p,24569
6674,hxa_p,24571
6675,hxa_p,30776
6676,hxa_p,40213
6677,hxa_p,5702
6678,hxan_p,14431
6679,hxan_p,17368
6680,hxan_p,24762
6681,hxan_p,43237
6682,hxan_p,5841
6683,imp_p,12057
6684,imp_p,12063
6685,imp_p,13372
6686,imp_p,13373
6687,imp_p,14457
6688,imp_p,17202
6689,imp_p,19271
6690,imp_p,43418
6691,imp_p,43475
6692,imp_p,43524
6693,imp_p,43563
6694,imp_p,43611
6695,imp_p,47501
6696,imp_p,58053
6697,imp_p,5849
6698,indole_p,14444
6699,indole_p,16881
6700,indole_p,24794
6701,indole_p,35579
6702,indole_p,43537
6703,indole_p,5900
6704,inost_p,10601
6705,inost_p,12826
6706,inost_p,12831
6707,inost_p,17268
6708,inost_p,25451
6709,inost_p,43559
6710,ins_p,14456
6711,ins_p,17596
6712,ins_p,24841
6713,ins_p,44407
6714,ins_p,5927
6715,isetac_p,1157
6716,isetac_p,61904
6717,k_p,26219
6718,k_p,29103
6719,k_p,32030
6720,k_p,32035
6721,k_p,32588
6722,k_p,49685
6723,k_p,66872
6724,k_p,8345
6725,k_p,8346
6726,kdo2lipid4_p,23657
6727,kdo2lipid4_p,28526
6728,kdo2lipid4_p,4477
6729,kdo2lipid4_p,60365
6730,lcts_p,10296
6731,lcts_p,10380
6732,lcts_p,14497
6733,lcts_p,17716
6734,lcts_p,22460
6735,lcts_p,22760
6736,lcts_p,25005
6737,lcts_p,27755
6738,lcts_p,613009
6739,lipa_p,23656
6740,lipa_p,27963
6741,lipa_p,4476
6742,lipa_p,58540
6743,lipoate_p,14519
6744,lipoate_p,146958
6745,lipoate_p,16494
6746,lipoate_p,25056
6747,lipoate_p,25058
6748,lipoate_p,30313
6749,lipoate_p,30314
6750,lipoate_p,30315
6751,lipoate_p,43790
6752,lipoate_p,43796
6753,lipoate_p,6492
6754,lpp_p,6495
6755,malt_p,14568
6756,malt_p,17306
6757,malt_p,25144
6758,malt_p,6668
6759,malthx_p,61953
6760,malttr_p,10812
6761,malttr_p,18246
6762,malttr_p,23063
6763,malttr_p,25146
6764,malttr_p,27931
6765,malttr_p,3528
6766,malttr_p,3529
6767,malttr_p,40896
6768,malttr_p,43937
6769,malttr_p,59481
6770,malttr_p,60948
6771,malttr_p,62776
6772,malttr_p,62785
6773,malttr_p,62795
6774,malttr_p,63141
6775,malttr_p,6672
6776,malttr_p,68485
6777,maltttr_p,61988
6778,man_p,12999
