met:EC,Acetate,Fructose,Galactose,Gluconate,Glucose,Glycerol,Pyruvate,Succinate
atp:6.1.1.6,0.989891932807,0.99297879969,0.987270041987,0.988768459817,0.993398363272,0.989062529286,0.990955334044,0.99321972309
atp:2.7.1.11,0.990256243128,0.993232615168,0.987727677756,0.98917281895,0.99363710877,0.989456414191,0.991281655303,0.993464886537
pep:2.5.1.7,0.990155351534,0.994234483149,0.986373191868,0.992002539383,0.993152436251,0.992262196971,0.986088877387,0.997063276786
pep:2.5.1.55,0.990222955138,0.994274237172,0.986466412725,0.992057560022,0.993199600103,0.992315445065,0.986184015994,0.997083583106
atp:6.3.4.18,0.990788362631,0.993603241025,0.988396267466,0.989763494061,0.993985716076,0.990031773721,0.991758241758,0.993822870821
atp:2.7.4.25,0.99269343178,0.994929141424,0.990791450589,0.991878780107,0.995232718605,0.992092065012,0.993464052288,0.995103471381
atp:6.2.1.5,0.993866957533,0.995745123493,0.992268078837,0.993182250432,0.996000046657,0.99336153184,0.994514490746,0.995891516819
nadph:1.8.1.9,0.994181036437,0.995156234498,0.992939924066,0.995886318176,0.996274254097,0.994215390968,0.992686987687,0.994668641935
pyr:2.2.1.7,0.997512180815,0.990037817231,0.997618178177,0.989068858432,0.994676743635,0.99629224236,,0.997908699171
atp:2.7.7.18,0.994384627597,0.996104885011,0.992919743604,0.99375735137,0.996338332982,0.993921602322,0.994977780838,0.996238947131
atp:6.1.1.14,0.994481043383,0.996171877735,0.993041135389,0.993864471017,0.996401325101,0.994025920476,0.995064062753,0.996303642655
atp:2.7.9.2,0.994605841103,0.996258585211,0.993198270417,0.994003126941,0.996482853913,0.994160949263,0.995175740868,0.996387376461
atp:6.1.1.5,0.994965592244,0.996508497289,0.993651297063,0.994402848522,0.996717835059,0.994550208873,0.995497655896,0.996628714892
atp:3.6.3.27,0.995392060462,0.99680468468,0.994188449848,0.994876741693,0.996996317661,0.995011688095,0.995879239297,0.996914735687
atp:2.7.6.1,0.995564811601,0.996924640317,0.994406070629,0.995068716365,0.99710910005,0.995198630566,0.996033798931,0.997030572196
atp:2.7.1.148,0.996141082041,0.997324701035,0.995132161807,0.995709167364,0.997485225701,0.995822279782,0.996549344375,0.997416888384
atp:2.7.6.3,0.996979967543,0.99790682171,0.996189536278,0.996641629724,0.998032486578,0.996730241836,0.997299718806,0.99797899058
atp:3.6.3.5,0.997302515742,0.998130564822,0.996596216603,0.997000204654,0.998242820828,0.99707938333,0.997588199259,0.998195033401
atp:2.7.1.59,0.997830514499,0.998496727652,0.997262085031,0.997587233861,0.998587027407,0.997650954588,0.9980603878,0.998548587251
atp:2.7.1.25,0.998066811011,0.998660558815,0.997560142488,0.997849970975,0.998741029838,0.997906767421,0.998271690287,0.998706773918
atp:6.1.1.20,0.998259793495,0.998794341443,0.997803592347,0.998064557751,0.998866784185,0.99811569625,0.998444252377,0.998835945988
atp:2.7.1.30,0.998491471009,0.998954927917,0.998095889073,0.998322183742,0.999017731211,0.998366526355,0.99865140565,0.998990996585
atp:2.7.7.63,0.998939869353,0.999265668664,0.998661713429,0.998820841967,0.999309810988,0.998852020813,0.999052309804,0.99929102032
atp:6.3.3.3,0.999032470297,0.999329830581,0.9987785812,0.998923828587,0.999370118418,0.998952287157,0.999135097734,0.99935296858
atp:6.3.2.2,0.999451599385,0.999620193635,0.999307617567,0.999389991991,0.999643032271,0.999406130538,0.999509790938,0.999633310355
atp:6.1.1.11,0.999986829026,0.999990879667,0.999983368667,0.999985348516,0.999991428285,0.999985736364,0.999988227285,0.999991194753
